route,origin,layover,dest,firstflight,depdate,deptime,first_delay,secondflight,second_deptime,second_depdate,second_delay,total_delay
BOS_ATL_LAX,BOS,ATL,LAX,DL667,4/3/08,834,28,DL535,4/5/08,2206,73,101
BOS_ATL_LAX,BOS,ATL,LAX,DL667,4/3/08,834,28,FL41,4/5/08,2151,20,48
BOS_ATL_LAX,BOS,ATL,LAX,DL667,4/3/08,834,28,FL40,4/5/08,1857,-2,26
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,FL41,4/5/08,2151,20,53
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,FL40,4/5/08,1857,-2,31
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL1423,4/5/08,2134,12,45
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL75,4/5/08,1704,0,33
BOS_ATL_LAX,BOS,ATL,LAX,FL270,4/3/08,548,7,DL885,4/5/08,1451,5,12
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL535,4/5/08,2206,73,106
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL885,4/5/08,1451,5,38
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL1185,4/5/08,1332,6,39
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL41,4/5/08,1943,9,42
BOS_ATL_LAX,BOS,ATL,LAX,DL669,4/3/08,1011,33,DL125,4/5/08,1842,181,214
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL1185,4/5/08,1332,6,51
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL885,4/5/08,1451,5,50
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL535,4/5/08,2206,73,118
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL125,4/5/08,1842,181,226
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL75,4/5/08,1704,0,45
BOS_ATL_LAX,BOS,ATL,LAX,FL270,4/3/08,548,7,DL125,4/5/08,1842,181,188
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL41,4/5/08,1943,9,54
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,DL1423,4/5/08,2134,12,57
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,FL41,4/5/08,2151,20,65
BOS_ATL_LAX,BOS,ATL,LAX,DL671,4/3/08,1113,45,FL40,4/5/08,1857,-2,43
BOS_ATL_LAX,BOS,ATL,LAX,FL270,4/3/08,548,7,DL1423,4/5/08,2134,12,19
BOS_ATL_LAX,BOS,ATL,LAX,FL270,4/3/08,548,7,FL40,4/5/08,1857,-2,5
BOS_ATL_LAX,BOS,ATL,LAX,FL270,4/3/08,548,7,FL41,4/5/08,2151,20,27
LAX_MIA_LAX,LAX,MIA,LAX,AA280,5/16/08,817,10,AA456,5/18/08,1925,-19,-9
LAX_MIA_LAX,LAX,MIA,LAX,AA231,5/16/08,556,19,AA972,5/18/08,2101,-13,6
LAX_MIA_LAX,LAX,MIA,LAX,AA202,5/16/08,708,34,AA456,5/18/08,1925,-19,15
LAX_MIA_LAX,LAX,MIA,LAX,AA202,5/16/08,708,34,AA972,5/18/08,2101,-13,21
LAX_MIA_LAX,LAX,MIA,LAX,AA202,5/16/08,708,34,AA397,5/18/08,1841,2,36
LAX_MIA_LAX,LAX,MIA,LAX,AA202,5/16/08,708,34,AA267,5/18/08,1651,41,75
LAX_MIA_LAX,LAX,MIA,LAX,AA202,5/16/08,708,34,AA203,5/18/08,1536,-5,29
LAX_MIA_LAX,LAX,MIA,LAX,AA280,5/16/08,817,10,AA972,5/18/08,2101,-13,-3
LAX_MIA_LAX,LAX,MIA,LAX,AA280,5/16/08,817,10,AA203,5/18/08,1536,-5,5
LAX_MIA_LAX,LAX,MIA,LAX,AA280,5/16/08,817,10,AA267,5/18/08,1651,41,51
LAX_MIA_LAX,LAX,MIA,LAX,AA280,5/16/08,817,10,AA397,5/18/08,1841,2,12
LAX_MIA_LAX,LAX,MIA,LAX,AA231,5/16/08,556,19,AA267,5/18/08,1651,41,60
LAX_MIA_LAX,LAX,MIA,LAX,AA231,5/16/08,556,19,AA397,5/18/08,1841,2,21
LAX_MIA_LAX,LAX,MIA,LAX,AA231,5/16/08,556,19,AA203,5/18/08,1536,-5,14
LAX_MIA_LAX,LAX,MIA,LAX,AA231,5/16/08,556,19,AA456,5/18/08,1925,-19,0
PHX_JFK_MSP,PHX,JFK,MSP,B6178,9/7/08,1127,-25,NW609,9/9/08,1747,-17,-42
PHX_JFK_MSP,PHX,JFK,MSP,B6178,9/7/08,1127,-25,NW369,9/9/08,1239,139,114
PHX_JFK_MSP,PHX,JFK,MSP,DL118,9/7/08,634,-19,NW609,9/9/08,1747,-17,-36
PHX_JFK_MSP,PHX,JFK,MSP,DL118,9/7/08,634,-19,NW369,9/9/08,1239,139,120
PHX_JFK_MSP,PHX,JFK,MSP,US12,9/7/08,904,43,NW609,9/9/08,1747,-17,26
PHX_JFK_MSP,PHX,JFK,MSP,US12,9/7/08,904,43,NW369,9/9/08,1239,139,182
PBI_DFW_ATL,PBI,DFW,ATL,AA799,8/17/08,900,3,AA1332,8/19/08,1955,24,27
SLC_BFL_LAX,SLC,BFL,LAX,OO3755,4/1/08,1101,13,OO5429,4/3/08,1509,20,33
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,OO6119,6/12/08,1446,-8,-31
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2355,6/12/08,2249,338,315
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,UA725,6/12/08,2036,29,36
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2349,6/12/08,2019,180,187
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2357,6/12/08,2335,344,351
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2345,6/12/08,1807,59,66
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2321,6/12/08,1205,15,22
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2341,6/12/08,1650,-5,2
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2325,6/12/08,1257,2,9
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2333,6/12/08,1515,-4,3
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2331,6/12/08,1416,6,13
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2361,6/12/08,2312,178,185
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2337,6/12/08,1846,326,303
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2337,6/12/08,1846,326,333
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2355,6/12/08,2249,338,345
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA2329,6/12/08,1327,8,15
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2345,6/12/08,1807,59,67
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2331,6/12/08,1416,6,14
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2321,6/12/08,1205,15,23
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2337,6/12/08,1846,326,334
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2341,6/12/08,1650,-5,3
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2325,6/12/08,1257,2,10
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2329,6/12/08,1327,8,16
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2349,6/12/08,2019,180,157
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2355,6/12/08,2249,338,346
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2361,6/12/08,2312,178,186
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2357,6/12/08,2335,344,352
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2333,6/12/08,1515,-4,4
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA2349,6/12/08,2019,180,188
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,AA47,6/12/08,1914,21,29
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,OO6119,6/12/08,1446,-8,0
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,UA357,6/12/08,1702,34,42
DFW_ORD_DFW,DFW,ORD,DFW,AA2340,6/10/08,1047,8,UA725,6/12/08,2036,29,37
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2333,6/12/08,1515,-4,-27
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2325,6/12/08,1257,2,-21
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2331,6/12/08,1416,6,-17
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2341,6/12/08,1650,-5,-28
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2331,6/12/08,1416,6,-8
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2357,6/12/08,2335,344,330
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2345,6/12/08,1807,59,45
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA47,6/12/08,1914,21,-2
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2349,6/12/08,2019,180,166
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2329,6/12/08,1327,8,-6
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2325,6/12/08,1257,2,-12
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2321,6/12/08,1205,15,1
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2333,6/12/08,1515,-4,-18
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2361,6/12/08,2312,178,164
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2355,6/12/08,2249,338,324
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2341,6/12/08,1650,-5,-19
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA2337,6/12/08,1846,326,312
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,AA47,6/12/08,1914,21,7
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,UA357,6/12/08,1702,34,11
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,OO6119,6/12/08,1446,-8,-22
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,UA357,6/12/08,1702,34,20
DFW_ORD_DFW,DFW,ORD,DFW,AA2328,6/10/08,748,-14,UA725,6/12/08,2036,29,15
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,UA357,6/12/08,1702,34,23
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,UA725,6/12/08,2036,29,18
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA47,6/12/08,1914,21,10
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2325,6/12/08,1257,2,-9
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2331,6/12/08,1416,6,-5
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2341,6/12/08,1650,-5,-16
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2337,6/12/08,1846,326,315
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,UA725,6/12/08,2036,29,6
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2333,6/12/08,1515,-4,-15
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2321,6/12/08,1205,15,4
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2349,6/12/08,2019,180,169
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2357,6/12/08,2335,344,333
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2355,6/12/08,2249,338,327
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2345,6/12/08,1807,59,48
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2361,6/12/08,2312,178,167
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,AA2329,6/12/08,1327,8,-3
DFW_ORD_DFW,DFW,ORD,DFW,AA2332,6/10/08,914,-11,OO6119,6/12/08,1446,-8,-19
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,OO6119,6/12/08,1446,-8,-18
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2357,6/12/08,2335,344,321
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA47,6/12/08,1914,21,11
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,UA357,6/12/08,1702,34,24
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,UA725,6/12/08,2036,29,19
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2331,6/12/08,1416,6,-4
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2321,6/12/08,1205,15,5
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2361,6/12/08,2312,178,168
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2355,6/12/08,2249,338,328
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2357,6/12/08,2335,344,334
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2337,6/12/08,1846,326,316
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2333,6/12/08,1515,-4,-14
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2361,6/12/08,2312,178,155
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2349,6/12/08,2019,180,170
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2341,6/12/08,1650,-5,-15
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2329,6/12/08,1327,8,-2
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2325,6/12/08,1257,2,-8
DFW_ORD_DFW,DFW,ORD,DFW,OO6441,6/10/08,924,-10,AA2345,6/12/08,1807,59,49
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2325,6/12/08,1257,2,-5
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2355,6/12/08,2249,338,331
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2329,6/12/08,1327,8,1
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2345,6/12/08,1807,59,52
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2341,6/12/08,1650,-5,-12
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2321,6/12/08,1205,15,-8
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2321,6/12/08,1205,15,8
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2333,6/12/08,1515,-4,-11
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2357,6/12/08,2335,344,337
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2337,6/12/08,1846,326,319
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2361,6/12/08,2312,178,171
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2331,6/12/08,1416,6,-1
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA2349,6/12/08,2019,180,173
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,AA47,6/12/08,1914,21,14
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,OO6119,6/12/08,1446,-8,-15
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,UA357,6/12/08,1702,34,27
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2329,6/12/08,1327,8,-15
DFW_ORD_DFW,DFW,ORD,DFW,AA2344,6/10/08,1139,-7,UA725,6/12/08,2036,29,22
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,UA357,6/12/08,1702,34,33
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,UA725,6/12/08,2036,29,28
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA47,6/12/08,1914,21,20
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2329,6/12/08,1327,8,7
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2345,6/12/08,1807,59,58
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2331,6/12/08,1416,6,5
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2337,6/12/08,1846,326,325
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2325,6/12/08,1257,2,1
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2357,6/12/08,2335,344,343
DFW_ORD_DFW,DFW,ORD,DFW,UA1104,6/10/08,658,-23,AA2345,6/12/08,1807,59,36
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2341,6/12/08,1650,-5,-6
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2349,6/12/08,2019,180,179
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2361,6/12/08,2312,178,177
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2321,6/12/08,1205,15,14
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2355,6/12/08,2249,338,337
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,AA2333,6/12/08,1515,-4,-5
DFW_ORD_DFW,DFW,ORD,DFW,AA2324,6/10/08,653,-1,OO6119,6/12/08,1446,-8,-9
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,OO6119,6/12/08,1446,-8,-1
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,AA47,6/12/08,1914,21,28
DFW_ORD_DFW,DFW,ORD,DFW,AA2320,6/10/08,558,7,UA357,6/12/08,1702,34,41
JAX_DFW_CRP,JAX,DFW,CRP,AA845,9/9/08,722,-2,MQ3701,9/11/08,1310,18,16
JAX_DFW_CRP,JAX,DFW,CRP,AA845,9/9/08,722,-2,MQ3419,9/11/08,1504,23,21
JAX_DFW_CRP,JAX,DFW,CRP,AA845,9/9/08,722,-2,MQ3627,9/11/08,1648,-4,-6
