origin,uniquecarrier,arrivaldelay,dest
LGA,OH,10.37854077,PWM
LGA,US,15.38683128,PWM
LGA,AA,3.739457512,RDU
LGA,EA,9.276771654,RDU
LGA,MQ,11.25529638,RDU
LGA,OH,10.80045564,RDU
LGA,US,7.723768334,RDU
LGA,AA,,RIC
LGA,EV,6,RIC
LGA,FL,8.175324675,RIC
LGA,MQ,17.49170437,RIC
LGA,OH,7.786401802,RIC
LGA,PI,20.80089153,RIC
LGA,US,7.203566672,RIC
LGA,PI,11.66666667,ROA
LGA,US,25.41290323,ROA
LGA,MQ,26.3245283,ROC
LGA,PI,15.15403624,ROC
LGA,US,7.480359555,ROC
LGA,AA,0.733333333,RSW
LGA,CO,4.331775701,RSW
LGA,DL,6.676950998,RSW
LGA,EA,23.57004831,RSW
LGA,OH,21.71953578,RSW
LGA,TW,1.133647799,RSW
LGA,US,8.466170825,RSW
LGA,EA,3.362467866,SAV
LGA,EV,22.96610169,SAV
LGA,OH,11.73969722,SAV
LGA,US,-2.719438878,SAV
LGA,MQ,16.14467005,SDF
LGA,OH,36.2,SDF
LGA,PI,30.21985816,SDF
LGA,US,9.445977011,SDF
LGA,TZ,2.272727273,SFO
LGA,EA,28,SJU
LGA,US,4.300653595,SJU
LGA,DL,-1.888888889,SLC
LGA,DL,3.58490566,SRQ
LGA,EA,12.23782235,SRQ
LGA,EV,41.13043478,SRQ
LGA,FL,15.16842105,SRQ
LGA,OH,18.66981132,SRQ
LGA,TW,7.092465753,SRQ
LGA,US,4.591836735,SRQ
LGA,AA,5.392464975,STL
LGA,MQ,0.238921002,STL
LGA,TW,6.830471008,STL
LGA,US,3.961597542,STL
LGA,US,-4.627659574,STT
LGA,AA,15.875,SWF
LGA,AA,-9,SYR
LGA,PI,13.86256545,SYR
LGA,US,7.043255132,SYR
LGA,AA,8.757828283,TPA
LGA,CO,2.617398649,TPA
LGA,DL,7.903775585,TPA
LGA,EA,6.795093139,TPA
LGA,FL,23.96341463,TPA
LGA,OH,36.77142857,TPA
LGA,TW,7.367521368,TPA
LGA,UA,13.5,TPA
LGA,US,10.63386776,TPA
LGA,MQ,18.9015544,TVC
LGA,DL,10.17123288,TYS
LGA,OH,17.11468604,TYS
LGA,OH,31.91666667,VPS
LGA,MQ,4.089731051,XNA
DHN,EV,9.828485456,ATL
DHN,EV,0,VPS
RNO,AA,,ABQ
RNO,DL,6.690862511,ATL
RNO,EA,3.666666667,ATL
RNO,WN,-10.75,AUS
RNO,HP,-10.97115385,BOI
RNO,OO,167,BOI
RNO,WN,5.962379637,BOI
RNO,OO,-23,BUR
RNO,PS,5.06122449,BUR
RNO,US,6.95049505,BUR
RNO,WN,-13.55555556,BUR
RNO,CO,4.743976458,DEN
RNO,F9,-3.64380531,DEN
RNO,UA,4.971730061,DEN
RNO,AA,5.792989289,DFW
RNO,DL,5.134531651,DFW
RNO,NW,2.263042525,DTW
RNO,OO,2.689164371,EKO
RNO,CO,110.0666667,EWR
RNO,DL,11.75109469,FAT
RNO,OO,84,FAT
RNO,XE,0.098113208,GEG
RNO,OO,,GJT
RNO,WN,-5.971014493,HOU
RNO,CO,1.674180804,IAH
RNO,OO,,IDA
RNO,OO,,JAC
RNO,AA,15.50438947,LAS
RNO,EA,10.55379747,LAS
RNO,HP,4.795446839,LAS
RNO,US,13.04848485,LAS
RNO,WN,6.552482219,LAS
RNO,YV,5.475409836,LAS
RNO,AA,10.77827207,LAX
RNO,AS,3.714373089,LAX
RNO,CO,-1.2,LAX
RNO,DL,6.920015683,LAX
RNO,EV,14.02197802,LAX
RNO,OO,13.01333333,LAX
RNO,PS,1.07486631,LAX
RNO,UA,22.79425837,LAX
RNO,US,4.474665994,LAX
RNO,WN,6.189565852,LAX
RNO,XE,8.621865597,LAX
RNO,XE,1.362007168,LGB
RNO,EA,7,MCI
RNO,WN,-8.613128492,MDW
RNO,NW,1.961629706,MSP
RNO,AA,69,OAK
RNO,WN,3.992534934,OAK
RNO,OO,,OGD
RNO,OO,,ONT
RNO,WN,-16.13888889,ONT
RNO,XE,0.928571429,ONT
RNO,AA,14.9314867,ORD
RNO,UA,4.092134831,ORD
RNO,AA,10.56626917,PDX
RNO,AS,10.58582605,PDX
RNO,HP,4.617266978,PDX
RNO,US,3.437395659,PDX
RNO,WN,8.561901661,PDX
RNO,HP,4.653082208,PHX
RNO,US,3.185157042,PHX
RNO,WN,1.931206737,PHX
RNO,YV,1.966774716,PHX
RNO,OO,,PIH
RNO,AA,8.457788347,SAN
RNO,US,-2.351443124,SAN
RNO,WN,-3.590483619,SAN
RNO,WN,-9.25,SAT
RNO,OO,-8,SBA
RNO,AA,7.968107725,SEA
RNO,AS,10.62185597,SEA
RNO,HP,6.188947489,SEA
RNO,PS,9.437810945,SEA
RNO,US,8.838934963,SEA
RNO,WN,3.91700588,SEA
RNO,AA,7.283924096,SFO
RNO,CO,-15.02758621,SFO
RNO,HP,65,SFO
RNO,OO,13.42102455,SFO
RNO,PS,8.25,SFO
RNO,UA,15.52908639,SFO
RNO,US,7.365037093,SFO
RNO,AA,2.509469697,SJC
RNO,WN,4.649896548,SJC
RNO,AA,3.612220917,SLC
RNO,DL,6.036187792,SLC
RNO,EV,5.054894785,SLC
RNO,NW,15.5,SLC
RNO,OH,49.66666667,SLC
RNO,OO,1.346406637,SLC
RNO,WN,3.624849216,SLC
RNO,XE,-20.07142857,SLC
RNO,AA,3.481578947,SMF
RNO,CO,-17.48484848,SMF
RNO,HP,-5,SMF
RNO,TW,-2.0625,SMF
RNO,US,-3.086614173,SMF
RNO,AA,11.69115816,SNA
RNO,AQ,0.547307132,SNA
RNO,HP,2.230263158,SNA
RNO,TW,5.047264487,STL
RNO,EA,-12.5,TUS
RNO,XE,-6.547794118,TUS
RNO,OO,,TWF
EWR,UA,56,ABE
EWR,CO,36.02538787,ABQ
EWR,CO,30.27777778,ACK
EWR,XE,22.04079861,ACK
EWR,CO,1.666666667,AGS
EWR,XE,2.079807692,AGS
EWR,XE,20.03770848,ALB
EWR,CO,26.4939759,ANC
EWR,9E,43.73076923,ATL
EWR,CO,11.38335686,ATL
EWR,DL,12.06529178,ATL
EWR,EA,3.522121301,ATL
EWR,EV,48.94750656,ATL
EWR,FL,21.16903709,ATL
EWR,OH,58.46031746,ATL
EWR,XE,24.91240876,ATL
EWR,CO,12.58147934,AUS
EWR,XE,10.81311275,AVL
EWR,AA,18.31981982,BDL
EWR,CO,3.075552388,BDL
EWR,PI,11.40425532,BDL
EWR,XE,13.80761359,BDL
EWR,CO,9.146186441,BGR
EWR,XE,11.39617333,BGR
EWR,CO,-5.061946903,BHM
EWR,XE,19.06999733,BHM
EWR,AA,4.21503079,BNA
EWR,CO,5.68533506,BNA
EWR,XE,18.6557416,BNA
EWR,AA,8.4,BOS
EWR,B6,-82,BOS
EWR,CO,10.72153533,BOS
EWR,DH,1.16909621,BOS
EWR,DL,-4,BOS
EWR,EA,16.47169811,BOS
EWR,MQ,12.59159088,BOS
EWR,PI,9.91005291,BOS
EWR,UA,15.66056166,BOS
EWR,US,7.583472733,BOS
EWR,XE,11.11382114,BOS
EWR,CO,25.52732707,BQN
EWR,CO,5,BTR
EWR,XE,6.227979275,BTR
EWR,CO,5.436466775,BTV
EWR,XE,17.77672658,BTV
EWR,CO,8.809757671,BUF
EWR,US,7.579996663,BUF
EWR,XE,22.44009106,BUF
EWR,CO,7.217442845,BWI
EWR,PI,11.2869626,BWI
EWR,US,8.028216896,BWI
EWR,XE,18.30818554,BWI
EWR,CO,5.942965779,CAE
EWR,PI,15.20934699,CAE
EWR,US,11.02503477,CAE
EWR,XE,15.89356374,CAE
EWR,CO,6.236493374,CHS
EWR,PI,14.46028881,CHS
EWR,US,6.803278689,CHS
EWR,XE,19.1605766,CHS
EWR,CO,11.35839562,CLE
EWR,US,6.415327979,CLE
EWR,XE,29,CLE
EWR,CO,7.264678472,CLT
EWR,PI,13.77333641,CLT
EWR,US,6.681173529,CLT
EWR,XE,20.04218578,CLT
EWR,YV,6.922453704,CLT
EWR,CO,8.181986729,CMH
EWR,HP,21.25648148,CMH
EWR,US,8.973183391,CMH
EWR,XE,12.56324238,CMH
EWR,CO,17.50747757,COS
EWR,CO,13,CRP
EWR,CO,4.13861219,CVG
EWR,DH,-7,CVG
EWR,DL,9.398772444,CVG
EWR,EV,1.373927959,CVG
EWR,OH,13.80520332,CVG
EWR,PI,13.63051471,CVG
EWR,XE,14.09415775,CVG
EWR,CO,4.806916427,DAB
EWR,XE,7.523891967,DAB
EWR,CO,10.69809461,DAY
EWR,PI,15.26424609,DAY
EWR,US,8.555641223,DAY
EWR,XE,19.37658289,DAY
EWR,CO,7.638265085,DCA
EWR,EA,,DCA
EWR,NW,-6.376319759,DCA
EWR,US,1.011971269,DCA
EWR,XE,15.63494454,DCA
EWR,AA,76,DEN
EWR,CO,12.71513053,DEN
EWR,UA,9.447256543,DEN
EWR,AA,6.712215081,DFW
EWR,CO,7.179391994,DFW
EWR,DL,12.03256099,DFW
EWR,XE,13,DSM
EWR,CO,7.956338298,DTW
EWR,NW,7.988033222,DTW
EWR,XE,19.76409754,DTW
EWR,AA,20.2733871,EGE
EWR,CO,9.255445545,EGE
EWR,AA,2.6,FLL
EWR,B6,18.55577299,FLL
EWR,CO,9.377522897,FLL
EWR,DL,8.585480094,FLL
EWR,EA,7.857026807,FLL
EWR,TW,18.72815534,FLL
EWR,US,12.05050505,FLL
EWR,OO,,GRB
EWR,OO,,GRR
EWR,XE,10.23098245,GRR
EWR,CO,7.900479955,GSO
EWR,PI,12.03341998,GSO
EWR,US,7.148392415,GSO
EWR,XE,18.21354034,GSO
EWR,CO,8.81774744,GSP
EWR,XE,16.42330841,GSP
EWR,CO,2.75,GUC
EWR,AA,12.2247191,HDN
EWR,CO,10.28957529,HDN
EWR,CO,7.978735311,HNL
EWR,CO,13.12376238,HOU
EWR,XE,-4.664804469,HPN
EWR,XE,7.135504202,HSV
EWR,AA,35,IAD
EWR,B6,-18,IAD
EWR,CO,8.486058779,IAD
EWR,DH,10.45099271,IAD
EWR,UA,5.916290131,IAD
EWR,XE,16.83228387,IAD
EWR,YV,18.31856077,IAD
EWR,CO,10.54289277,IAH
EWR,CO,8.975363586,IND
EWR,US,7.569173315,IND
EWR,XE,13.57503285,IND
EWR,AA,52.33333333,ISP
EWR,CO,26,JAC
EWR,XE,32.6419214,JAN
EWR,AA,,JAX
EWR,CO,8.250240909,JAX
EWR,PI,20.58560311,JAX
EWR,US,26.81493506,JAX
EWR,XE,12.19749071,JAX
EWR,AA,144.25,JFK
EWR,B6,383.6,JFK
EWR,EA,,JFK
EWR,HP,0,JFK
EWR,OO,,LAN
EWR,CO,11.06423802,LAS
EWR,DL,15.81355932,LAS
EWR,HP,11.41475191,LAS
EWR,US,14.66323296,LAS
EWR,AA,6.263672437,LAX
EWR,CO,13.57484043,LAX
EWR,DL,1.694518361,LAX
EWR,UA,6.705563632,LAX
EWR,XE,26.69416176,LEX
EWR,AA,44,LGA
EWR,DL,-6,LGA
EWR,EA,,LGA
EWR,US,19,LGA
EWR,XE,30.94839101,LIT
EWR,CO,7.805439759,MCI
EWR,EA,6.689306358,MCI
EWR,HP,0,MCI
EWR,XE,15.34731544,MCI
EWR,AA,142,MCO
EWR,B6,18.11158798,MCO
EWR,CO,10.72922708,MCO
EWR,DL,8.421158353,MCO
EWR,EA,11.63157895,MCO
EWR,UA,1.795049505,MCO
EWR,US,4.641340782,MCO
EWR,CO,8.038412175,MDW
EWR,FL,26.07234539,MDW
EWR,TZ,11.38621524,MDW
EWR,XE,12.63680387,MDW
EWR,CO,-2.445544554,MEM
EWR,NW,4.570006441,MEM
EWR,XE,11.97790165,MEM
EWR,CO,9.783101045,MHT
EWR,XE,12.70988977,MHT
EWR,AA,10.97022283,MIA
EWR,CO,9.81639121,MIA
EWR,DL,0,MIA
EWR,EA,14.44461421,MIA
EWR,PA (1),-7.160680529,MIA
EWR,UA,19.34883721,MIA
EWR,CO,4.6,MKE
EWR,NW,3.51641791,MKE
EWR,OO,30.63659148,MKE
EWR,XE,15.01032144,MKE
EWR,CO,6.053395785,MLB
EWR,OO,,MSN
EWR,XE,13.26758485,MSN
EWR,CO,7.20544283,MSP
EWR,NW,5.72075482,MSP
EWR,OO,,MSP
EWR,XE,13.41284968,MSP
EWR,CO,9.420559037,MSY
EWR,XE,23.30321593,MSY
EWR,CO,14.65803109,MTJ
EWR,CO,0.08490566,MYR
EWR,XE,3.985454545,MYR
EWR,CO,5.283154122,OAK
EWR,XE,12.59855951,OKC
EWR,CO,11.38461538,OMA
EWR,XE,18.01188243,OMA
EWR,CO,57,ONT
EWR,AA,13.32465838,ORD
EWR,CO,14.53532147,ORD
EWR,UA,10.74142231,ORD
EWR,XE,23.5210396,ORD
EWR,CO,8.420116429,ORF
EWR,PI,12.26842752,ORF
EWR,US,7.966865578,ORF
EWR,XE,16.51306991,ORF
EWR,CO,8.639905549,ORH
EWR,B6,32.00066357,PBI
EWR,CO,7.526943068,PBI
EWR,DL,18.01573034,PBI
EWR,EA,9.736036036,PBI
EWR,TW,3.398148148,PBI
EWR,CO,13.14040273,PDX
EWR,AA,34.2,PHL
EWR,CO,-1.8,PHL
EWR,EA,20.224,PHL
EWR,UA,13.82352941,PHL
EWR,XE,18.25109307,PHL
EWR,CO,9.287608834,PHX
EWR,HP,8.23513986,PHX
EWR,US,7.148732008,PHX
EWR,CO,9.262711047,PIT
EWR,US,11.94815283,PIT
EWR,XE,16.06860588,PIT
EWR,CO,6.203735144,PSE
EWR,EA,30.53333333,PSE
EWR,AA,16.45821326,PVD
EWR,CO,7.461489497,PVD
EWR,XE,12.22888397,PVD
EWR,CO,5.162950729,PWM
EWR,XE,15.38770091,PWM
EWR,AA,4.083108605,RDU
EWR,CO,9.425615898,RDU
EWR,MQ,15.54959414,RDU
EWR,PI,9.227837614,RDU
EWR,US,7.293565421,RDU
EWR,XE,11.98011472,RDU
EWR,CO,8.602333649,RIC
EWR,PI,17.38175216,RIC
EWR,US,6.209555595,RIC
EWR,XE,24.88063519,RIC
EWR,CO,45.28571429,RNO
EWR,PI,7.260504202,ROA
EWR,CO,7.723588554,ROC
EWR,PI,15.32398754,ROC
EWR,US,7.872007937,ROC
EWR,XE,20.35696876,ROC
EWR,B6,-1.659003831,RSW
EWR,CO,6.953534914,RSW
EWR,DL,6.52685422,RSW
EWR,XE,27.54545455,RSW
EWR,CO,9.001317306,SAN
EWR,UA,0,SAN
EWR,CO,15.90390341,SAT
EWR,CO,5.833333333,SAV
EWR,XE,19.36311186,SAV
EWR,XE,77.4,SBN
EWR,CO,10.06875754,SDF
EWR,XE,19.16430092,SDF
EWR,AS,5.638929799,SEA
EWR,CO,9.346082744,SEA
EWR,UA,17.50541516,SEA
EWR,CO,11.09929846,SFO
EWR,TZ,21.5787037,SFO
EWR,UA,7.218804389,SFO
EWR,CO,10.48035982,SJC
EWR,AA,5.637347039,SJU
EWR,B6,26.73490814,SJU
EWR,CO,10.46937394,SJU
EWR,EA,14.82644628,SJU
EWR,TW,6.192,SJU
EWR,CO,14.98500545,SLC
EWR,DL,5.854970935,SLC
EWR,CO,14.6484375,SMF
EWR,CO,5.250394529,SNA
EWR,CO,4.611875933,SRQ
EWR,XE,3.977578475,SRQ
EWR,AA,0.059724349,STL
EWR,CO,9.230534351,STL
EWR,OO,,STL
EWR,TW,8.463985177,STL
EWR,XE,16.1097718,STL
EWR,CO,4.930659983,STT
EWR,EA,21.48780488,STT
EWR,AA,13.25,SWF
EWR,AA,32.5,SYR
EWR,CO,3.120599875,SYR
EWR,PI,10.82432054,SYR
EWR,US,4.993593367,SYR
EWR,XE,20.959154,SYR
EWR,B6,16.34110535,TPA
EWR,CO,9.070049415,TPA
EWR,DL,12.09470305,TPA
EWR,EA,9.885448916,TPA
EWR,OH,100,TPA
EWR,XE,36.68,TPA
EWR,XE,20.77261614,TUL
EWR,CO,14.49875931,TUS
EWR,XE,21.15365379,TYS
EWR,PI,27.6302521,UCA
EWR,XE,11.62265438,XNA
GEG,NW,2.484720759,BIL
GEG,OO,,BLI
GEG,AS,3.718168813,BOI
GEG,OO,,BOI
GEG,WN,2.654424545,BOI
GEG,CO,7.774262102,DEN
GEG,F9,1.790341578,DEN
GEG,OO,2.410462777,DEN
GEG,UA,3.444326222,DEN
GEG,OO,,GJT
GEG,OO,,IDA
GEG,HP,-7.155378486,LAS
GEG,WN,-1.697290152,LAS
GEG,YV,8.198019802,LAS
GEG,AS,2.193693694,LAX
GEG,UA,-11.66666667,LAX
GEG,XE,9.02124183,LAX
GEG,XE,28,LGB
GEG,NW,2.565833475,MSP
GEG,AS,11.30177515,OAK
GEG,WN,-0.605809829,OAK
GEG,XE,-0.56490135,ONT
GEG,UA,7.555465441,ORD
GEG,AS,7.050218903,PDX
GEG,OO,,PDX
GEG,WN,3.864908395,PDX
GEG,DL,-23,PHX
GEG,HP,2.071047009,PHX
GEG,US,-0.317277487,PHX
GEG,YV,1.089347079,PHX
GEG,OO,,PIH
GEG,DL,-0.746070133,PSC
GEG,OO,,PSC
GEG,OO,,PVU
GEG,OO,,RAP
GEG,OO,,RDM
GEG,XE,-1.889312977,RNO
GEG,XE,7.140068886,SAN
GEG,AS,9.766056562,SEA
GEG,F9,12,SEA
GEG,NW,5.435220935,SEA
GEG,OO,2.752153744,SEA
GEG,UA,7.88958551,SEA
GEG,WN,4.923682003,SEA
GEG,PS,49.11111111,SFO
GEG,UA,10.12776521,SFO
GEG,OO,,SKA
GEG,DL,4.343094601,SLC
GEG,EV,4.129268293,SLC
GEG,OO,2.710341094,SLC
GEG,WN,-0.123149671,SLC
GEG,XE,1.467532468,SLC
GEG,XE,-2.150586114,SMF
GEG,XE,-4.507389163,TUS
GEG,OO,,TWF
SRQ,9E,21.9375,ATL
SRQ,DL,5.937868088,ATL
SRQ,EA,3.025300601,ATL
SRQ,EV,16.87090267,ATL
SRQ,FL,5.77300327,ATL
SRQ,OH,21.23113208,ATL
SRQ,OH,79,BDL
SRQ,AA,2.838323353,BNA
SRQ,DL,23.83684211,BOS
SRQ,FL,3.147540984,BOS
SRQ,OH,26.66666667,BOS
SRQ,FL,3.487309645,BWI
SRQ,US,-0.892265193,BWI
SRQ,CO,3.820283371,CLE
SRQ,XE,2.665165165,CLE
SRQ,US,2.810969228,CLT
SRQ,YV,4.313528336,CLT
SRQ,OH,75,CMH
SRQ,DL,5.642374155,CVG
SRQ,EV,9.313333333,CVG
SRQ,OH,2.759801359,CVG
SRQ,EA,5.252688172,DCA
SRQ,US,10.60869565,DCA
SRQ,AA,6.271273853,DFW
SRQ,DL,-0.894862605,DFW
SRQ,FL,-6.230769231,DTW
SRQ,NW,4.344564388,DTW
SRQ,CO,9.619404213,EWR
SRQ,XE,13.47787611,EWR
SRQ,EV,0,EYW
SRQ,EV,0,FLL
SRQ,UA,6.134831461,IAD
SRQ,CO,1.136206897,IAH
SRQ,XE,-1.19782062,IAH
SRQ,FL,10.36507937,IND
SRQ,OH,,IND
SRQ,TZ,-0.180685358,IND
SRQ,B6,21.64941406,JFK
SRQ,EA,17.03773585,JFK
SRQ,TW,3.100877193,JFK
SRQ,DL,-2.695652174,LGA
SRQ,EA,3.551569507,LGA
SRQ,EV,18.27142857,LGA
SRQ,FL,-15.05376344,LGA
SRQ,OH,10.00934579,LGA
SRQ,TW,6.39658444,LGA
SRQ,US,7.424855491,LGA
SRQ,DL,4.177044383,MCO
SRQ,TW,0.593406593,MCO
SRQ,TZ,-5,MCO
SRQ,UA,0.897361913,MCO
SRQ,FL,4.630921395,MDW
SRQ,ML (1),4.988038278,MDW
SRQ,TZ,1.377025037,MDW
SRQ,NW,4.890889831,MEM
SRQ,EA,10.11111111,MIA
SRQ,ML (1),0.67032967,MIA
SRQ,MQ,6.55036855,MIA
SRQ,OH,153,MIA
SRQ,TW,-5.365853659,MIA
SRQ,NW,2.442307692,MSP
SRQ,MQ,-7.8125,ORD
SRQ,UA,9.705923836,ORD
SRQ,DL,-2.95959596,PBI
SRQ,NW,4.380434783,PBI
SRQ,TW,8.391629297,PBI
SRQ,UA,3.485915493,PBI
SRQ,EA,9.535064935,PHL
SRQ,ML (1),-2.103448276,PHL
SRQ,US,8.112495281,PHL
SRQ,US,6.080521817,PIT
SRQ,AA,0.352709544,RDU
SRQ,AA,2.463464696,RSW
SRQ,CO,-1.001823487,RSW
SRQ,DL,0.798617113,RSW
SRQ,EA,14.71879937,RSW
SRQ,NW,7.417197452,RSW
SRQ,TW,3.610369207,RSW
SRQ,UA,16.09929078,RSW
SRQ,TZ,,SJU
SRQ,FL,9.986842105,STL
SRQ,TW,5.613880533,STL
SRQ,DL,1.081871345,TPA
SRQ,EA,3.93877551,TPA
SRQ,NW,3.544117647,TPA
SRQ,OH,41.5,TPA
SRQ,TW,1.308219178,TPA
SRQ,UA,3.622772277,TPA
IDA,OO,87,BZN
IDA,OO,,CYS
IDA,OO,2.191006027,DEN
IDA,AA,18.67032967,DFW
IDA,DL,2.831730769,DFW
IDA,OO,,GJT
IDA,AA,-3,JAC
IDA,DL,1,JAC
IDA,OO,135.6666667,JAC
IDA,9E,6.752921536,MSP
IDA,OO,,OGD
IDA,AA,30.97111913,ORD
IDA,OO,,PIH
IDA,AA,-0.513930053,SLC
IDA,DL,4.86109486,SLC
IDA,OO,1.094180602,SLC
IDA,XE,-6.791798107,SLC
ICT,OO,,AMA
ICT,DL,7.045575221,ATL
ICT,EV,14.19871511,ATL
ICT,FL,6.962282398,ATL
ICT,OH,3.320441989,ATL
ICT,HP,5.090595341,COS
ICT,OH,8,COS
ICT,OO,,COS
ICT,CO,72,CPR
ICT,EV,24.76923077,CVG
ICT,OH,-1.736387208,CVG
ICT,TW,-12,DAY
ICT,HP,4.019525802,DCA
ICT,AA,3,DEN
ICT,CO,5.891635527,DEN
ICT,HP,-4.019230769,DEN
ICT,OO,6.488389328,DEN
ICT,UA,4.924926369,DEN
ICT,XE,-2.5,DEN
ICT,AA,4.629236872,DFW
ICT,DL,5.799638989,DFW
ICT,EV,-3.031809145,DFW
ICT,MQ,4.493287474,DFW
ICT,OH,52,DFW
ICT,OO,5.042553191,DFW
ICT,9E,-0.627118644,DTW
ICT,CO,3.31452581,IAH
ICT,XE,3.616673368,IAH
ICT,HP,6.993026499,LAS
ICT,US,13.5033557,LAS
ICT,OO,5.482213439,LAX
ICT,XE,1.881578947,LAX
ICT,HP,29.66153846,LGA
ICT,UA,2.371308017,LIT
ICT,HP,4.665835411,LNK
ICT,AA,4.333333333,MCI
ICT,CO,0.882352941,MCI
ICT,OO,212,MCI
ICT,TW,10.09139785,MCI
ICT,US,1.959580257,MCI
ICT,XE,61,MCI
ICT,EV,-2.071428571,MCO
ICT,FL,0.488888889,MCO
ICT,FL,1.063492063,MDW
ICT,9E,3.62754065,MEM
ICT,NW,-1.53331547,MEM
ICT,9E,6.269079465,MSP
ICT,OO,26,MSY
ICT,CO,1.750514051,OKC
ICT,XE,86.5,OKC
ICT,AA,-8,OMA
ICT,HP,8,OMA
ICT,AA,4.865889213,ORD
ICT,DH,8.981747573,ORD
ICT,MQ,17.31630031,ORD
ICT,OO,13.0565635,ORD
ICT,UA,8.99578806,ORD
ICT,AA,240,PDX
ICT,HP,6.97689524,PHX
ICT,YV,-1.54663992,PHX
ICT,OO,,PIA
ICT,US,9.620330148,PIT
ICT,AA,19,SAT
ICT,TW,-4.952380952,SEA
ICT,HP,4.268041237,SGF
ICT,OO,,SGF
ICT,UA,1.8,SGF
ICT,OO,-10.76020408,SLC
ICT,OO,,SPI
ICT,AA,1.241839763,STL
ICT,TW,3.791518722,STL
ICT,US,7.077777778,STL
ICT,CO,-4.564383562,TUL
ICT,EV,0,TUL
ICT,OO,,TUL
ICT,UA,8.31402439,TUL
LYH,EV,3.985002777,ATL
LYH,PI,12.83908046,BWI
LYH,PI,8.322454308,CHO
LYH,PI,6.899921814,CLT
LYH,US,4.9239819,CLT
LYH,EV,2.5,ROA
LYH,PI,0,ROA
MHT,UA,3.104166667,ALB
MHT,DL,5.956192358,ATL
MHT,EV,14.03587444,ATL
MHT,OH,23.6723869,ATL
MHT,UA,13.02738516,BGR
MHT,WN,-2.519562576,BNA
MHT,OH,59.875,BOS
MHT,UA,6.747884941,BTV
MHT,US,6.056619911,BWI
MHT,WN,7.692826824,BWI
MHT,CO,1.6625387,CLE
MHT,XE,0.991839114,CLE
MHT,US,0.685289316,CLT
MHT,YV,8.746361746,CLT
MHT,DL,1.208795901,CVG
MHT,EV,1.347670251,CVG
MHT,OH,5.547496617,CVG
MHT,US,2.039754935,DCA
MHT,YV,20,DCA
MHT,9E,7.42,DTW
MHT,NW,1.969027592,DTW
MHT,CO,5.197923426,EWR
MHT,XE,22.52896948,EWR
MHT,WN,-9.115555556,FLL
MHT,DH,7.420427031,IAD
MHT,UA,4.887854514,IAD
MHT,YV,6.905450501,IAD
MHT,OH,17.5625,JFK
MHT,WN,-8.367412141,LAS
MHT,MQ,10.09048362,LGA
MHT,OH,2.846364883,LGA
MHT,US,2.527421237,LGA
MHT,WN,-6.519951632,MCI
MHT,US,-0.092783505,MCO
MHT,WN,-0.804388839,MCO
MHT,OH,8,MDT
MHT,WN,0.484510786,MDW
MHT,9E,-10.30851064,MSP
MHT,NW,1.371005456,MSP
MHT,DH,33.65625,ORD
MHT,UA,8.072247706,ORD
MHT,YV,19.16690442,ORD
MHT,US,6.454135633,PHL
MHT,WN,13.29175205,PHL
MHT,WN,-3.385681293,PHX
MHT,US,3.810287098,PIT
MHT,UA,-2.852112676,PWM
MHT,WN,-0.781651058,TPA
SAN,US,2.84375,ABQ
SAN,WN,4.143053409,ABQ
SAN,XE,59,ABQ
SAN,DL,2.70798699,ATL
SAN,FL,-3.811194653,ATL
SAN,WN,1.574882803,AUS
SAN,XE,4.144876325,BFL
SAN,AA,1.286783976,BNA
SAN,WN,-1.428876478,BNA
SAN,XE,2.281750267,BOI
SAN,AA,1.371127995,BOS
SAN,B6,-5.817047817,BOS
SAN,UA,3.055319149,BOS
SAN,AS,5.096774194,BUR
SAN,TW,2.379310345,BUR
SAN,AA,,BWI
SAN,WN,-5.549590056,BWI
SAN,OO,,CDC
SAN,OO,,CLD
SAN,CO,0.212712921,CLE
SAN,US,13.75206612,CLE
SAN,US,-1.155555556,CLT
SAN,XE,5.96937698,COS
SAN,DL,1.743189274,CVG
SAN,CO,4.696498445,DEN
SAN,F9,3.703206668,DEN
SAN,UA,6.444458674,DEN
SAN,WN,2.543414634,DEN
SAN,AA,4.886052073,DFW
SAN,DL,5.895733191,DFW
SAN,F9,62,DFW
SAN,NW,0.986181483,DTW
SAN,WN,4.073905997,ELP
SAN,AA,,EWR
SAN,CO,5.573483986,EWR
SAN,UA,10.7733564,EWR
SAN,XE,1.268456376,FAT
SAN,XE,5.014994233,GEG
SAN,CO,1.482758621,HNL
SAN,DL,13.0466695,HNL
SAN,HA,5.321467689,HNL
SAN,UA,2.084337349,HNL
SAN,WN,4.724199288,HOU
SAN,B6,-3.396624473,IAD
SAN,DH,5.898477157,IAD
SAN,UA,2.707053385,IAD
SAN,CO,2.850269798,IAH
SAN,OO,-1.642134315,IPL
SAN,AA,1.798816568,JFK
SAN,B6,6.64158918,JFK
SAN,DL,4.33488643,JFK
SAN,TW,9.612903226,JFK
SAN,AQ,-5.695652174,KOA
SAN,HA,4.666666667,LAS
SAN,HP,6.199488276,LAS
SAN,PS,5.084474886,LAS
SAN,TW,0.736292428,LAS
SAN,US,6.415633937,LAS
SAN,WN,7.460805651,LAS
SAN,YV,5.171247357,LAS
SAN,AA,3.577814118,LAX
SAN,AS,6.264139844,LAX
SAN,CO,11.24500666,LAX
SAN,DL,9.884904569,LAX
SAN,EA,9,LAX
