origin,uniquecarrier,arrivaldelay,dest
LNY,HA,-4.939393939,MKK
LNY,HA,-5,OGG
BZN,DL,12.76510067,ATL
BZN,NW,0.12610547,BIL
BZN,OO,100,BIL
BZN,DL,6.015384615,BTM
BZN,OO,118.6,BTM
BZN,OO,,COS
BZN,CO,8.918090335,DEN
BZN,F9,-28,DEN
BZN,OO,3.004175084,DEN
BZN,UA,4.289552239,DEN
BZN,NW,13.96482412,DTW
BZN,OO,,GJT
BZN,CO,5.245283019,GTF
BZN,OO,,IDA
BZN,OO,-1.363636364,LAX
BZN,OO,,MSN
BZN,CO,0.981562774,MSO
BZN,9E,50.4375,MSP
BZN,NW,2.693905116,MSP
BZN,OO,30.73918418,ORD
BZN,UA,17.72413793,ORD
BZN,OO,,PIH
BZN,OO,,RFD
BZN,OO,23.61904762,SFO
BZN,DL,5.783216349,SLC
BZN,EV,5.859050445,SLC
BZN,OO,1.321823331,SLC
BZN,OO,,TWF
BTR,EV,-9.5,AEX
BTR,DL,11.33581739,ATL
BTR,EV,17.27715566,ATL
BTR,OH,10.02185792,ATL
BTR,EV,223,AUS
BTR,DL,2.417811464,BHM
BTR,AA,-0.034720992,BNA
BTR,EV,72,CRP
BTR,EV,87.5,CSG
BTR,EV,10.86959818,CVG
BTR,EV,4.765714286,DCA
BTR,OH,12.46388443,DCA
BTR,F9,17,DEN
BTR,AA,5.693390692,DFW
BTR,DL,8.767527882,DFW
BTR,EV,10.601082,DFW
BTR,MQ,7.886330685,DFW
BTR,CO,41.66666667,EWR
BTR,XE,33.67357513,EWR
BTR,AA,50,HOU
BTR,CO,6.582825898,IAH
BTR,OH,90,IAH
BTR,XE,8.801521774,IAH
BTR,AA,19.5,JAN
BTR,DL,3.228340292,JAN
BTR,OO,101,JAN
BTR,CO,-7.229461756,LFT
BTR,EV,13.29166667,LGA
BTR,OH,13.25714286,LGA
BTR,9E,3.081109925,MEM
BTR,NW,0.524287256,MEM
BTR,DL,8.090892905,MOB
BTR,AA,5.640226629,MSY
BTR,CO,7.755102041,MSY
BTR,XE,11,MSY
BTR,MQ,17.43914807,ORD
BTR,DL,13.35159236,PNS
BTR,AA,1.303278689,SHV
MSY,AA,0,ATL
MSY,DL,7.091300663,ATL
MSY,EA,2.738678545,ATL
MSY,EV,14.33763838,ATL
MSY,FL,9.480352941,ATL
MSY,OH,12.68493151,ATL
MSY,OO,6,ATL
MSY,TW,4.029617663,ATL
MSY,EV,135.6666667,AUS
MSY,OO,,AUS
MSY,PA (1),7.826415094,AUS
MSY,UA,18,AUS
MSY,WN,0.5,AUS
MSY,XE,-4.89479638,AUS
MSY,WN,5.313668353,BHM
MSY,XE,-3.147222222,BHM
MSY,AA,1.183780866,BNA
MSY,TW,-9,BNA
MSY,WN,4.337800411,BNA
MSY,AA,0.618303571,BOS
MSY,B6,1.947674419,BOS
MSY,CO,14.33333333,BOS
MSY,OH,2,BOS
MSY,AA,3.262108262,BTR
MSY,CO,0.404255319,BTR
MSY,DL,25,BTR
MSY,PI,5.186046512,BWI
MSY,US,4.099763673,BWI
MSY,WN,-4.04680468,BWI
MSY,XE,,CAE
MSY,CO,2.779311906,CLE
MSY,XE,0.483687943,CLE
MSY,PA (1),1.218623482,CLT
MSY,PI,3.436776492,CLT
MSY,US,4.10833034,CLT
MSY,YV,8.384955752,CLT
MSY,CO,0,CMH
MSY,DL,2.722264591,CVG
MSY,EV,-16.9375,CVG
MSY,OH,-1.158959538,CVG
MSY,WN,8.363545117,DAL
MSY,CO,5.636083744,DCA
MSY,EA,8.173684211,DCA
MSY,EV,0.94214876,DCA
MSY,OH,6.074829932,DCA
MSY,US,2.833913043,DCA
MSY,CO,6.486901536,DEN
MSY,F9,6.9,DEN
MSY,UA,6.081453567,DEN
MSY,WN,-11.65116279,DEN
MSY,AA,6.347726906,DFW
MSY,DL,7.662481259,DFW
MSY,EV,6.094433781,DFW
MSY,OO,8.249684741,DFW
MSY,PA (1),7.949058693,DFW
MSY,TW,17.55776306,DFW
MSY,UA,7.748427673,DFW
MSY,NW,0.540689564,DTW
MSY,CO,10.18767173,EWR
MSY,XE,11.03081664,EWR
MSY,CO,-7.592529711,FLL
MSY,WN,5.602067805,FLL
MSY,CO,6.083930399,GSO
MSY,CO,4.385008518,GSP
MSY,CO,4.734072022,HOU
MSY,TW,19.14285714,HOU
MSY,WN,5.458864948,HOU
MSY,AA,64,IAD
MSY,DH,-12.54545455,IAD
MSY,UA,4.510986367,IAD
MSY,AA,13,IAH
MSY,CO,5.828667175,IAH
MSY,UA,4.234126984,IAH
MSY,XE,3.794780546,IAH
MSY,FL,-6.2,IND
MSY,WN,3.510151086,IND
MSY,DL,-4.6,JAN
MSY,EV,0,JAN
MSY,UA,12.12352941,JAN
MSY,CO,0.057692308,JAX
MSY,DL,8.5625,JAX
MSY,WN,3.524221453,JAX
MSY,XE,3.397703549,JAX
MSY,B6,11.55716389,JFK
MSY,DL,4.715686275,JFK
MSY,PA (1),7.312049434,JFK
MSY,TW,4.826320309,JFK
MSY,DL,4.160332542,LAS
MSY,HP,11.13656388,LAS
MSY,WN,-2.680732745,LAS
MSY,CO,1.2456621,LAX
MSY,DL,3.616713352,LAX
MSY,UA,3.991979434,LAX
MSY,WN,-2.427398666,LAX
MSY,9E,-10.75,LGA
MSY,AA,19.38409962,LGA
MSY,CO,12.8361815,LGA
MSY,DL,13.20243181,LGA
MSY,EA,31.10080645,LGA
MSY,OH,21.72743682,LGA
MSY,US,7.840815486,LGA
MSY,XE,-1.537037037,MCI
MSY,CO,5.561005899,MCO
MSY,DL,6.214746544,MCO
MSY,EV,-6.618705036,MCO
MSY,UA,6.978873239,MCO
MSY,WN,4.930798324,MCO
MSY,CO,3.668674699,MDW
MSY,ML (1),5.306636156,MDW
MSY,WN,4.555102041,MDW
MSY,NW,1.221737323,MEM
MSY,AA,4.543051516,MIA
MSY,CO,2.417137886,MIA
MSY,EA,4.896585366,MIA
MSY,PA (1),2.531845043,MIA
MSY,UA,18.55172414,MIA
MSY,AA,,MOB
MSY,NW,2.39005153,MSP
MSY,TW,-9,MSP
MSY,WN,6.722513089,OAK
MSY,OO,,OKC
MSY,AA,8.878606804,ORD
MSY,DH,43.80978261,ORD
MSY,DL,12.36666667,ORD
MSY,UA,9.615639245,ORD
MSY,CO,1,PHL
MSY,FL,-17.5,PHL
MSY,ML (1),48.14285714,PHL
MSY,US,7.117227531,PHL
MSY,WN,9.99756691,PHL
MSY,HP,2.777836134,PHX
MSY,WN,-0.125061145,PHX
MSY,US,4.206302588,PIT
MSY,CO,4,PNS
MSY,DL,2.055996657,PNS
MSY,XE,6.783494105,RDU
MSY,CO,9,RSW
MSY,WN,-2.744654088,SAN
MSY,AA,24,SAT
MSY,CO,8.261216351,SAT
MSY,EV,5,SAT
MSY,PA (1),10.61400894,SAT
MSY,TW,21.74872666,SAT
MSY,XE,-5.628248588,SAT
MSY,CO,9,SEA
MSY,CO,34.07971014,SFO
MSY,UA,0.816740873,SFO
MSY,DL,5.431303716,SLC
MSY,EV,-3.579545455,SLC
MSY,OO,13.04297521,SLC
MSY,AA,0.288671024,STL
MSY,TW,5.086058909,STL
MSY,CO,2.194348328,TPA
MSY,DL,8.286271234,TPA
MSY,US,3.829268293,TPA
MSY,WN,7.195902229,TPA
MSY,OO,,TWF
JNU,AS,12.17679285,ANC
JNU,DL,7.645717182,FAI
JNU,AS,11.27236239,GST
JNU,AS,8.402336619,KTN
JNU,AS,15.46114865,PSG
JNU,AS,11.28901855,SEA
JNU,DL,5.461616675,SEA
JNU,AS,11.69593783,SIT
JNU,AS,14.91392825,YAK
PSP,DL,1.412436548,ATL
PSP,AA,39,BFL
PSP,AA,3,BUR
PSP,UA,7.432432432,BUR
PSP,OO,163,CLD
PSP,OO,,COS
PSP,CO,13.15686275,DEN
PSP,OO,5.827349811,DEN
PSP,UA,4.511794247,DEN
PSP,AA,4.618409107,DFW
PSP,DL,12.04827586,DFW
PSP,OO,14.08988764,FAT
PSP,OO,,GJT
PSP,CO,0.542682927,IAH
PSP,XE,-3.330146808,IAH
PSP,DL,13,LAS
PSP,HP,0.580293215,LAS
PSP,OO,8.540356132,LAS
PSP,TW,3.109589041,LAS
PSP,YV,14.3446712,LAS
PSP,EV,8.170542636,LAX
PSP,MQ,1.883731211,LAX
PSP,OO,4.05294964,LAX
PSP,TW,22,LAX
PSP,UA,3.315545244,LAX
PSP,AA,4.75,LGB
PSP,TW,-10,LGB
PSP,NW,1.634987384,MSP
PSP,AS,4.5936,OAK
PSP,OO,,OGD
PSP,AA,-0.834975369,ONT
PSP,OO,,ONT
PSP,TW,2.193661972,ONT
PSP,UA,10.75925926,ONT
PSP,AA,10.53732758,ORD
PSP,UA,13.41299932,ORD
PSP,AS,8.698272399,PDX
PSP,HP,2.355560032,PHX
PSP,OO,123,PHX
PSP,YV,2.038407682,PHX
PSP,OO,,PIH
PSP,OO,276,SAN
PSP,TW,1.436363636,SAN
PSP,US,3.740566038,SAN
PSP,AA,34,SBA
PSP,OO,62,SBA
PSP,UA,4.5,SBA
PSP,AS,9.231850789,SEA
PSP,AA,7.88,SFO
PSP,AS,9.507045116,SFO
PSP,OO,11.63324251,SFO
PSP,PS,22,SFO
PSP,UA,17.31081081,SFO
PSP,US,13.19487649,SFO
PSP,OO,,SGU
PSP,AA,1.815718157,SJC
PSP,AS,6.00982801,SJC
PSP,DL,3.89561753,SLC
PSP,EV,5.637209302,SLC
PSP,OO,3.995276781,SLC
PSP,UA,6.953271028,SMF
PSP,AA,2.437017995,SNA
PSP,TW,7.700520833,STL
PSP,AA,,TUL
PSP,AA,-2.04730369,TUS
PSP,OO,,TWF
PHF,DL,4.80651341,ATL
PHF,EV,10.16790849,ATL
PHF,FL,9.547128691,ATL
PHF,OH,30.26373626,ATL
PHF,FL,6.949422416,BOS
PHF,OH,7.847107438,BOS
PHF,EV,0,CHO
PHF,US,-5.447407407,CLT
PHF,YV,-3.845454545,CLT
PHF,EV,8.747983871,CVG
PHF,OH,12.8877551,CVG
PHF,EV,7,FAY
PHF,FL,0.470760234,FLL
PHF,US,-0.29386344,IAD
PHF,EV,0,JFK
PHF,FL,16.93610785,LGA
PHF,EV,-25,MCO
PHF,FL,0.788498099,MCO
PHF,YV,22.33333333,PHL
PHF,US,4.982305359,PIT
PHF,EV,216,RDU
PHF,FL,-9.317180617,TPA
FLG,HP,5.466343565,GCN
FLG,HP,0.71875,LAS
FLG,HP,4.515616317,PHX
FLG,YV,5.12697129,PHX
HVN,OH,4.172177168,CVG
HVN,UA,2.168986083,HPN
HVN,UA,6.513732169,ORD
RKS,YV,10.26876513,DEN
RKS,OO,5.253012048,SLC
DFW,MQ,8.848471095,ABI
DFW,AA,9.392511071,ABQ
DFW,DL,9.013481253,ABQ
DFW,MQ,8.523809524,ABQ
DFW,OO,6.186983973,ABQ
DFW,PA (1),3.022222222,ABQ
DFW,MQ,3.334163831,ACT
DFW,EV,3.831932773,AEX
DFW,MQ,11.01444788,AEX
DFW,EV,16,AGS
DFW,AA,9.545173459,AMA
DFW,DL,6.938968481,AMA
DFW,EV,4.553110048,AMA
DFW,MQ,8.692219941,AMA
DFW,OO,,AMA
DFW,AA,25.25951087,ANC
DFW,AA,9.837407699,ATL
DFW,DL,10.33267769,ATL
DFW,EA,4.346417445,ATL
DFW,EV,7.36849711,ATL
DFW,FL,10.76471007,ATL
DFW,OH,-4.666666667,ATL
DFW,OO,-5.435897436,ATL
DFW,TW,-6.972222222,ATL
DFW,AA,8.12386638,AUS
DFW,DL,7.550876788,AUS
DFW,EV,2.289570143,AUS
DFW,OO,0.925249891,AUS
DFW,PA (1),25.19110379,AUS
DFW,TW,15.94871795,AUS
DFW,US,9.280464217,AUS
DFW,AA,6.557330868,BDL
DFW,AA,9.362502515,BFL
DFW,AA,8.359238061,BHM
DFW,DL,11.044251,BHM
DFW,EV,3.287679083,BHM
DFW,OO,2.623574144,BHM
DFW,AA,8.283685711,BNA
DFW,DL,7.329995828,BNA
DFW,EV,3.243644068,BNA
DFW,MQ,14.94656489,BNA
DFW,OO,-1.308531746,BNA
DFW,MQ,12.55555556,BOI
DFW,AA,8.986449568,BOS
DFW,DL,6.219645592,BOS
DFW,EV,1.28137931,BPT
DFW,MQ,2.677294686,BPT
DFW,AA,9.273830594,BTR
DFW,DL,8.897058089,BTR
DFW,EV,6.269098219,BTR
DFW,MQ,9.252225176,BTR
DFW,OO,,BTR
DFW,AA,5.288844622,BUF
DFW,MQ,21.5013089,BUF
DFW,AA,8.265171371,BUR
DFW,AA,8.319071414,BWI
DFW,DL,4.968085106,BWI
DFW,EV,48,BWI
DFW,FL,4.777890467,BWI
DFW,AA,14.97962963,CAE
DFW,EV,1.23803875,CAE
DFW,MQ,10.89620637,CAE
DFW,EV,29,CHA
DFW,MQ,7.032590051,CHA
DFW,AA,6.412048193,CHS
DFW,EV,2.932049224,CHS
DFW,MQ,8.7693806,CHS
DFW,MQ,8.659556233,CID
DFW,AA,7.506422773,CLE
DFW,CO,3.083517605,CLE
DFW,MQ,15.13009967,CLE
DFW,XE,5.132978723,CLE
DFW,MQ,4.221836955,CLL
DFW,AA,8.133335278,CLT
DFW,MQ,10.1221374,CLT
DFW,PI,13.98335583,CLT
DFW,US,4.450149592,CLT
DFW,YV,9.26713948,CLT
DFW,AA,6.921863004,CMH
DFW,MQ,12.14820663,CMH
DFW,MQ,19.84860248,CMI
DFW,AA,7.986071236,COS
DFW,DL,9.025805859,COS
DFW,OO,2.995891537,COS
DFW,AA,6.274904215,CRP
DFW,DL,6.598850963,CRP
DFW,EV,3.697236919,CRP
DFW,MQ,8.976585655,CRP
DFW,AA,6.816929134,CVG
DFW,DL,6.676661107,CVG
DFW,EV,9.65509915,CVG
DFW,MQ,8.167174148,CVG
DFW,OH,8.955597843,CVG
DFW,OO,11.3047619,CVG
DFW,EV,-0.076923077,DAB
DFW,OO,-3.032258065,DAB
DFW,AA,9.838371182,DAY
DFW,MQ,8.310463968,DAY
DFW,PI,13.67075414,DAY
DFW,US,1.013141684,DAY
DFW,AA,6.524390056,DCA
DFW,DL,7.193597995,DCA
DFW,EV,8.188118812,DCA
DFW,US,13.15976901,DCA
DFW,AA,9.181988717,DEN
DFW,CO,7.085486597,DEN
DFW,DL,10.71759126,DEN
DFW,EV,4.830578512,DEN
DFW,F9,6.062079385,DEN
DFW,OO,7.840534171,DEN
DFW,UA,7.768010955,DEN
DFW,EV,86,DHN
DFW,AA,7.386034256,DRO
DFW,MQ,1.785407725,DRO
DFW,AA,7.565679067,DSM
DFW,MQ,8.89477794,DSM
DFW,AA,8.295058177,DTW
DFW,DL,7.182339956,DTW
DFW,EV,-1.840735069,DTW
DFW,MQ,2.47133758,DTW
DFW,NW,2.220754362,DTW
DFW,AA,17.44619221,EGE
DFW,AA,9.153596518,ELP
DFW,DL,8.650025445,ELP
DFW,EV,4.455481526,ELP
DFW,OO,5.533094812,ELP
DFW,EV,-53,EVV
DFW,MQ,9.130290456,EVV
DFW,AA,13.12012771,EWR
DFW,CO,12.93679924,EWR
DFW,DL,10.85494582,EWR
DFW,AA,9.991422166,FAT
DFW,EV,6,FAY
DFW,AA,9.560964582,FLL
DFW,DL,7.563347252,FLL
DFW,FL,20.55,FLL
DFW,OO,,FMN
DFW,MQ,6.788300836,FNT
DFW,MQ,7.01153457,FSM
DFW,MQ,9.998117824,FWA
DFW,OO,,FWA
DFW,MQ,4.739540365,GGG
DFW,MQ,3.023109244,GJT
DFW,OO,,GJT
DFW,EV,1.75638051,GPT
DFW,MQ,11.20547432,GPT
DFW,MQ,4.290076336,GRB
DFW,MQ,7.85022994,GRK
DFW,EV,33,GRR
DFW,MQ,10.45607215,GRR
DFW,AA,10.02971123,GSO
DFW,EV,7.096969697,GSO
DFW,MQ,8.288418128,GSO
DFW,OO,2.036328872,GSO
DFW,MQ,9.667756851,GSP
DFW,EV,2.219378428,GTR
DFW,AA,11.94525547,GUC
DFW,XE,-4.606060606,GUC
DFW,AA,11.6336109,HDN
DFW,AA,3.325592991,HNL
DFW,DL,8.430919591,HNL
DFW,AA,7.270406649,HOU
DFW,DL,7.498883366,HOU
DFW,EV,5.231773998,HOU
DFW,MQ,9.800873362,HOU
DFW,TW,4.047091413,HOU
DFW,UA,5,HOU
DFW,AA,7.14710673,HRL
DFW,MQ,13.39053254,HRL
DFW,AA,8.656433896,HSV
DFW,DL,4.822407628,HSV
DFW,EV,2.828932893,HSV
DFW,MQ,8.46384743,HSV
DFW,AA,7.629952513,IAD
DFW,DL,11.19266055,IAD
DFW,UA,2.748598879,IAD
DFW,AA,8.381228324,IAH
DFW,CO,6.493731645,IAH
DFW,DL,8.598509052,IAH
DFW,EV,5.092513369,IAH
DFW,MQ,9.103211009,IAH
DFW,OO,7.564007421,IAH
DFW,PA (1),-1.596491228,IAH
DFW,UA,5.414201183,IAH
DFW,XE,8.094294547,IAH
DFW,AA,6.567326811,ICT
DFW,DL,6.904501217,ICT
DFW,EV,4.856573705,ICT
DFW,MQ,8.0949906,ICT
DFW,OO,5.64274062,ICT
DFW,EV,5.896683673,ILE
DFW,MQ,3.541969918,ILE
DFW,AA,7.629818065,IND
DFW,DL,8.706979736,IND
DFW,EV,9.866548043,IND
DFW,MQ,-6.5,IND
DFW,TZ,4.983221477,IND
DFW,AA,11.18971178,JAC
DFW,DL,-2.061032864,JAC
DFW,AA,7.494586501,JAN
DFW,DL,8.610437105,JAN
DFW,EV,1.283182504,JAN
DFW,MQ,10.2027776,JAN
DFW,OO,3.897172237,JAN
DFW,AA,7.853225223,JAX
DFW,DL,8.031691184,JAX
DFW,EV,6.989880952,JAX
DFW,OO,5.015151515,JAX
DFW,AA,12.53132575,JFK
DFW,DL,11.23327739,JFK
DFW,EV,9.169642857,JFK
DFW,OH,-3.64516129,JFK
DFW,PA (1),3.363390929,JFK
DFW,TW,11.65121107,JFK
DFW,AA,10.68615368,LAS
DFW,DL,10.96692251,LAS
DFW,EV,-49,LAS
DFW,FL,8.00589391,LAS
DFW,HP,3.923267606,LAS
DFW,OO,11.42857143,LAS
DFW,US,9.366185394,LAS
DFW,MQ,4.23202127,LAW
DFW,AA,10.1756297,LAX
DFW,DL,11.58718114,LAX
DFW,FL,11.21809524,LAX
DFW,NW,4.75,LAX
DFW,OO,7.964071856,LAX
DFW,UA,6.251058681,LAX
DFW,AA,8.937796405,LBB
DFW,DL,7.682478468,LBB
DFW,EV,3.477040816,LBB
DFW,MQ,10.0868079,LBB
DFW,OO,,LBB
DFW,EV,3.790310918,LEX
DFW,MQ,11.56646217,LEX
DFW,OO,10.72440945,LEX
DFW,EV,1.291818182,LFT
DFW,MQ,7.089773336,LFT
DFW,AA,11.88113883,LGA
DFW,DL,9.288130788,LGA
DFW,AA,5.328292047,LGB
DFW,DL,7.503993274,LGB
DFW,AA,7.935421441,LIT
DFW,DL,7.883745498,LIT
DFW,EV,4.636096845,LIT
DFW,MQ,12.39617305,LIT
DFW,OO,1.248868778,LIT
DFW,MQ,8.615354826,LRD
DFW,EV,-5,LYH
DFW,AA,8.512679017,MAF
DFW,EV,0.644927536,MAF
DFW,MQ,8.012690001,MAF
DFW,AA,8.252265438,MCI
DFW,DL,6.659130945,MCI
DFW,EV,5.938149973,MCI
DFW,OO,3.661085973,MCI
DFW,TW,2.696682464,MCI
DFW,AA,10.21815517,MCO
DFW,DL,8.169745193,MCO
DFW,EV,1.271186441,MCO
DFW,FL,1.703505155,MCO
DFW,MQ,22.18119891,MDT
DFW,AA,6.005875972,MDW
DFW,FL,-3.545051699,MDW
DFW,ML (1),3.773738872,MDW
DFW,MQ,13.44939966,MDW
DFW,TZ,4.590161341,MDW
DFW,9E,10.41184767,MEM
DFW,AA,7.091048886,MEM
DFW,DL,7.531684612,MEM
DFW,EV,2.978846154,MEM
DFW,MQ,7.825657895,MEM
DFW,NW,0.700742465,MEM
DFW,OO,2.877539176,MEM
DFW,AA,7.315738168,MFE
DFW,EV,4.563990268,MGM
DFW,OO,1.923076923,MGM
DFW,AA,10.93898648,MIA
DFW,DL,8.213328227,MIA
DFW,PA (1),1.064412238,MIA
DFW,AA,12.87881356,MKE
DFW,MQ,8.905106191,MKE
DFW,EV,-5.808510638,MLB
DFW,MQ,7.210305572,MLI
DFW,TW,-9,MLI
DFW,DL,12.84697248,MLU
DFW,EV,1.552631579,MLU
DFW,MQ,11.62143769,MLU
DFW,AA,6.381496881,MOB
DFW,DL,12.57961783,MOB
DFW,EV,4.129713424,MOB
DFW,MQ,10.93110487,MOB
DFW,OO,4.813186813,MOB
DFW,MQ,11.99909338,MSN
DFW,9E,13.87562189,MSP
DFW,AA,7.125817034,MSP
DFW,EV,-5.23670669,MSP
DFW,MQ,5.769020252,MSP
DFW,NW,2.244038708,MSP
DFW,OO,15.5900277,MSP
DFW,AA,8.341167856,MSY
DFW,DL,8.672664881,MSY
DFW,EV,4.714128843,MSY
DFW,OO,0.100376412,MSY
DFW,PA (1),7.833517089,MSY
DFW,TW,2.012518409,MSY
DFW,UA,8.248322148,MSY
DFW,AA,6.210126582,MTJ
DFW,MQ,13.5745938,MTJ
DFW,EV,44,MYR
DFW,OH,1.83,MYR
DFW,AA,7.496857033,OAK
DFW,DL,8.770357686,OAK
DFW,EV,5.518013632,OAK
DFW,AA,4.904868914,OGG
DFW,AA,8.519131714,OKC
DFW,DL,5.750013577,OKC
DFW,EV,6.124476987,OKC
DFW,MQ,9.974216539,OKC
DFW,OO,7.085454545,OKC
DFW,TW,20.76303318,OKC
DFW,AA,7.877303959,OMA
DFW,MQ,0.56,OMA
DFW,AA,8.632423013,ONT
DFW,DL,8.692606209,ONT
DFW,EV,3.046741277,ONT
DFW,AA,10.03471032,ORD
DFW,DL,10.12198343,ORD
DFW,EV,9.835877863,ORD
DFW,OO,15.27504912,ORD
DFW,UA,11.61566024,ORD
DFW,AA,7.673879897,ORF
DFW,DL,8,ORF
DFW,MQ,15.0887574,ORF
DFW,AA,8.759114265,PBI
DFW,DL,7.36346516,PBI
DFW,EV,17.41721854,PBI
DFW,AA,8.145616447,PDX
DFW,DL,7.500567322,PDX
DFW,EV,4.284210526,PFN
DFW,OO,-1.285067873,PFN
DFW,EV,0,PHF
DFW,AA,11.40308748,PHL
DFW,DL,7.344052362,PHL
DFW,US,6.246399177,PHL
DFW,AA,9.28012215,PHX
DFW,DL,9.606220096,PHX
DFW,EV,4.558248632,PHX
DFW,HP,5.746148722,PHX
DFW,OO,0.00776699,PHX
DFW,US,10.0612736,PHX
DFW,YV,11.66298343,PHX
DFW,EV,41,PIA
DFW,MQ,9.251597444,PIA
DFW,AA,6.001829491,PIT
DFW,MQ,18.03649392,PIT
DFW,US,5.113739534,PIT
DFW,DL,3.138560411,PNS
DFW,EV,0.62967581,PNS
DFW,MQ,10.75710066,PNS
DFW,OO,4.093596059,PNS
DFW,AA,9.169495106,PSP
DFW,DL,-5.579661017,PSP
DFW,OO,,PUB
DFW,AA,14.90448792,PVD
DFW,AA,8.824720479,RDU
DFW,DL,6.843936191,RDU
DFW,EV,3.695026178,RDU
DFW,AA,7.118023524,RIC
DFW,DL,0,RIC
DFW,AA,10.24818096,RNO
DFW,DL,9.616770523,RNO
DFW,MQ,22.16990291,ROC
DFW,MQ,9.347140039,ROW
DFW,MQ,15.01908397,RST
DFW,AA,10.09207112,RSW
DFW,DL,11.21705998,RSW
DFW,AA,8.516775737,SAN
DFW,DL,9.000821168,SAN
DFW,AA,7.700788534,SAT
DFW,DL,8.126723553,SAT
DFW,EV,2.97794452,SAT
DFW,OO,-1.055155875,SAT
DFW,PA (1),5.831168831,SAT
DFW,TW,6.198675497,SAT
DFW,UA,13,SAT
DFW,US,0.731141199,SAT
DFW,AA,8.818389928,SAV
DFW,EV,0.788574219,SAV
DFW,MQ,13.45585267,SAV
DFW,AA,8.585267407,SBA
DFW,MQ,16.79256966,SBA
DFW,AA,9.6898663,SDF
DFW,DL,7.811359026,SDF
DFW,EV,-2.948377581,SDF
DFW,MQ,7.087896917,SDF
DFW,OO,-2.942857143,SDF
DFW,AA,8.160058885,SEA
DFW,AS,8.859968102,SEA
DFW,DL,9.854034351,SEA
DFW,UA,8.483471074,SEA
DFW,AA,12.64737593,SFO
DFW,DL,12.05709719,SFO
DFW,UA,7.204324324,SFO
DFW,MQ,9.231443127,SGF
DFW,OO,,SGF
DFW,AA,6.72104918,SHV
DFW,DL,8.941999431,SHV
DFW,EV,4.111275416,SHV
DFW,MQ,6.787361884,SHV
DFW,OO,8.703125,SHV
DFW,AA,6.772183824,SJC
DFW,DL,9.538788961,SJC
DFW,MQ,4.201551578,SJT
DFW,AA,8.969291381,SJU
DFW,AA,10.87083791,SLC
DFW,DL,7.380952381,SLC
DFW,EV,19.00606061,SLC
DFW,OO,9.957840237,SLC
DFW,AA,9.7214229,SMF
DFW,DL,9.987841945,SMF
DFW,AA,7.576866338,SNA
DFW,DL,7.506113434,SNA
DFW,EV,2.003944773,SNA
DFW,MQ,3.617155756,SPS
DFW,AA,7.933198381,SRQ
DFW,DL,-9.141129032,SRQ
DFW,AA,8.35612142,STL
DFW,DL,2.974501109,STL
DFW,TW,3.813241008,STL
DFW,AA,5.731182796,SWF
DFW,AA,,SYR
DFW,MQ,11.57351509,SYR
DFW,EV,9.045009785,TLH
DFW,OO,5.33253012,TLH
DFW,MQ,1.766129032,TOL
DFW,AA,9.13408469,TPA
DFW,DL,7.667052205,TPA
DFW,AA,11.50243023,TUL
DFW,DL,6.359888954,TUL
DFW,EV,4.43049543,TUL
DFW,MQ,11.22504312,TUL
DFW,OO,37,TUL
DFW,AA,8.73236586,TUS
DFW,DL,8.542317654,TUS
DFW,EV,11.55010225,TUS
DFW,OO,6.398457584,TUS
DFW,MQ,15.70103093,TVC
DFW,EV,2.239336493,TXK
DFW,MQ,4.870706834,TXK
DFW,EV,-41,TYR
DFW,MQ,3.707795045,TYR
DFW,AA,3.14146658,TYS
DFW,DL,8.68045977,TYS
DFW,EV,1.840840841,TYS
DFW,MQ,10.35127018,TYS
DFW,OO,6.42926045,TYS
DFW,EV,6.311566368,VPS
DFW,MQ,11.1635912,VPS
DFW,OO,0.12,VPS
DFW,AA,8.650599401,XNA
DFW,EV,1.996688742,XNA
DFW,MQ,9.98208086,XNA
ILE,OO,,BPT
ILE,EV,0.809706258,DFW
ILE,MQ,-1.680146163,DFW
ILE,OO,14,GRK
ILE,OO,6.785123967,IAH
ILE,XE,-3.00867052,IAH
EWN,EV,15.83453237,ATL
LAN,EV,5.78125,ATL
LAN,OH,3.201149425,ATL
LAN,NW,2.170085273,AZO
LAN,CO,9.001204819,CLE
LAN,OH,,CRW
LAN,DH,2.084717608,CVG
LAN,EV,13.23946785,CVG
LAN,OH,1.631045468,CVG
LAN,PI,5.341141141,DAY
LAN,US,1.99252851,DAY
LAN,9E,4.442033898,DTW
LAN,NW,2.819090192,DTW
LAN,NW,-4.150943396,GRR
LAN,OH,10,GRR
LAN,DH,-3.900428266,IAD
LAN,NW,1.597424412,MSP
LAN,DH,10.4329653,ORD
LAN,OO,11.37146658,ORD
LAN,YV,25.30673317,ORD
LAN,US,5.389674682,PIT
LAN,OO,,SBN
LIH,UA,8.513513514,DEN
LIH,AQ,-0.286322295,HNL
LIH,HA,-2.436675815,HNL
LIH,UA,-1.15282392,HNL
LIH,YV,1.083294265,HNL
LIH,AQ,7.943396226,KOA
LIH,AA,6.160387513,LAX
LIH,DL,-2.325757576,LAX
LIH,TZ,20.55813953,LAX
LIH,UA,0.950574994,LAX
LIH,AQ,3.281358281,OGG
LIH,HA,-0.06119403,OGG
LIH,UA,-1.457142857,OGG
LIH,US,-2.302681992,PHX
LIH,AQ,-3.935483871,SAN
LIH,AS,-13.27322404,SEA
LIH,TZ,8.651162791,SFO
