origin,uniquecarrier,averagedeparturedelay
LAX,YV,6.024156085
BTV,9E,7.787747525
BTV,B6,9.053651267
BTV,CO,7.688426364
BTV,DH,7.592323651
BTV,EV,21.46282799
BTV,FL,4.759124088
BTV,MQ,10.95487874
BTV,NW,3.997142857
BTV,OH,8.859710586
BTV,OO,13.36945813
BTV,PI,0.134955752
BTV,UA,9.160910281
BTV,US,5.8615612
BTV,XE,12.85661027
BTV,YV,13.69014085
APF,EV,11.18419975
APF,MQ,4.105263158
APF,PI,2.692223439
ROC,9E,10.2780236
ROC,AA,5.617109998
ROC,B6,11.84471007
ROC,CO,6.981753449
ROC,DH,4.335004042
ROC,DL,8.495281628
ROC,EA,7.336532693
ROC,EV,15.75914067
ROC,FL,4.336945628
ROC,ML (1),14.16666667
ROC,MQ,13.13046642
ROC,NW,2.521682154
ROC,OH,11.00214113
ROC,OO,6.291666667
ROC,PI,6.407691174
ROC,UA,7.813439803
ROC,US,6.547819471
ROC,XE,14.28023046
ROC,YV,18.39107612
GSP,9E,5.864130435
GSP,AA,0.71707258
GSP,CO,5.093569132
GSP,DH,6.073766006
GSP,DL,5.499437627
GSP,EA,5.74442944
GSP,EV,8.646752451
GSP,MQ,7.390066589
GSP,NW,2.388742574
GSP,OH,6.795791689
GSP,OO,7.929032258
GSP,PI,6.216169921
GSP,US,4.251925606
GSP,XE,6.18984597
GSP,YV,19.74624092
PIR,9E,45.5
TYS,9E,8.447731428
TYS,AA,2.079922027
TYS,CO,13
TYS,DH,6.284532464
TYS,DL,5.407862236
TYS,EV,9.759499045
TYS,MQ,7.437264471
TYS,NW,1.420588413
TYS,OH,4.047493693
TYS,OO,10.69266707
TYS,PI,3.324809332
TYS,TW,4.343969713
TYS,UA,8.103388609
TYS,US,2.442542993
TYS,XE,8.821397552
TYS,YV,9.98
LBB,AA,3.44178365
LBB,CO,4.935432443
LBB,DL,4.171126198
LBB,EV,3.414685908
LBB,HP,4.249296567
LBB,MQ,7.491970099
LBB,OO,120
LBB,WN,6.424844874
LBB,XE,4.302284946
MCN,EV,12.63894553
MCN,OH,59
DUT,AS,14.66977652
MTH,EV,15.96825397
MAZ,MQ,4.307142857
BFL,AA,4.50670441
BFL,CO,8.253275109
BFL,HP,2.440836544
BFL,MQ,7.008381689
BFL,OO,5.025694085
BFL,XE,1.192351926
BFL,YV,4.885548523
BQN,AA,3.10123119
BQN,B6,2.179960261
BQN,CO,6.777967549
RDD,OO,10.56188448
RDD,UA,22.36842105
AMA,AA,3.758815821
AMA,CO,7.650383142
AMA,DL,3.59504409
AMA,EV,2.399153738
AMA,MQ,6.645446256
AMA,OO,85
AMA,WN,6.73307709
AMA,XE,4.744069734
OTH,OO,14.05204461
BNA,9E,8.131028939
BNA,AA,5.787420722
BNA,B6,14.32441942
BNA,CO,7.155860829
BNA,DH,11.36961598
BNA,DL,6.610874794
BNA,EA,4.270822234
BNA,EV,11.25094967
BNA,F9,3.250071286
BNA,MQ,10.80827927
BNA,NW,4.061970956
BNA,OH,8.720340397
BNA,OO,10.32163064
BNA,PA (1),0.571428571
BNA,PI,5.215268033
BNA,TW,3.803929479
BNA,UA,8.07948925
BNA,US,3.787182062
BNA,WN,8.805116619
BNA,XE,9.80676843
BNA,YV,19.28681977
MLI,9E,6.021299255
MLI,AA,1.629116118
MLI,DH,12.85963521
MLI,EV,15.37425228
MLI,FL,7.421084067
MLI,HP,5.847310584
MLI,MQ,8.70830878
MLI,NW,2.512874043
MLI,OH,3.127358491
MLI,OO,10.71766315
MLI,TW,3.400354844
MLI,UA,5.728097533
MLI,YV,23.9578196
CAK,9E,4.988128886
CAK,AA,3.487153986
CAK,CO,3.875213675
CAK,DH,15.51696922
CAK,DL,6.938823529
CAK,EA,6.430517711
CAK,EV,16.84830822
CAK,F9,1.44012945
CAK,FL,9.036873019
CAK,NW,2.542857143
CAK,OH,7.084209572
CAK,OO,7.615729219
CAK,PI,5.698168931
CAK,UA,5.268028846
CAK,US,2.70997077
CAK,YV,26.70353214
ORD,AA,11.3861875
ORD,AS,17.98801119
ORD,B6,22.52274302
ORD,CO,11.29250241
ORD,DH,19.22556422
ORD,DL,8.62978999
ORD,EA,9.009101517
ORD,EV,13.6863663
ORD,HP,12.15007038
ORD,MQ,13.25192347
ORD,NW,6.249155376
ORD,OH,14.49198209
ORD,OO,15.50814363
ORD,PA (1),6.975635044
ORD,PI,7.87804878
ORD,TW,9.620291872
ORD,TZ,null
ORD,UA,12.19960204
ORD,US,10.04687627
ORD,XE,12.53999445
ORD,YV,26.40916498
HTS,EV,5.012533572
HTS,OH,0.443867925
HTS,PI,4.374165872
HTS,US,5.5515207
ILG,EV,14.75137363
SNA,AA,5.74058017
SNA,AQ,4.713399219
SNA,AS,5.02123401
SNA,CO,2.78020413
SNA,DL,6.823885986
SNA,EV,7.946902655
SNA,F9,2.898403147
SNA,HP,5.173648382
SNA,ML (1),6.615658363
SNA,MQ,4.653123105
SNA,NW,2.671273351
SNA,OO,4.946433874
SNA,PS,4.976605276
SNA,TW,4.020403167
SNA,UA,8.18611405
SNA,US,5.181923308
SNA,WN,7.730545644
SNA,YV,5.714676889
BHM,9E,6.315110099
BHM,AA,3.53105189
BHM,CO,3.4489565
BHM,DH,22.56911197
BHM,DL,6.806875513
BHM,EA,4.720717355
BHM,EV,8.027948839
BHM,MQ,24.1239861
BHM,NW,0.490104476
BHM,OH,7.825581395
BHM,OO,12.78599808
BHM,PI,3.921285515
BHM,UA,6.663898812
BHM,US,3.033109915
BHM,WN,7.787830239
BHM,XE,6.535737408
BHM,YV,18.42984474
FLL,9E,10.09737828
FLL,AA,8.987581835
FLL,B6,14.20821634
FLL,CO,9.082126468
FLL,DL,10.17044263
FLL,EA,11.52239073
FLL,EV,2.319311663
FLL,F9,5.046312178
FLL,FL,7.805962245
FLL,HP,11.70316114
FLL,ML (1),5.66838311
FLL,MQ,9.223990208
FLL,NW,6.536818129
FLL,OH,11.81850035
FLL,OO,-2.065789474
FLL,PA (1),6.028
FLL,PI,8.234180861
FLL,TW,7.504663687
FLL,TZ,2.273082386
FLL,UA,7.976627188
FLL,US,8.270421256
FLL,WN,8.5382635
FLL,XE,1.857142857
LRD,MQ,7.528270779
LRD,XE,0.850304465
PHX,AA,6.187771887
PHX,AS,7.755888138
PHX,B6,15.92585762
PHX,CO,5.343642343
PHX,DL,5.298477164
PHX,EA,8.966918166
PHX,EV,4.469851577
PHX,F9,5.777371787
PHX,FL,1.11382511
PHX,HA,2.976438356
PHX,HP,9.47439057
PHX,ML (1),6.754593176
PHX,MQ,2.670212766
PHX,NW,6.027830914
PHX,OH,1.079136691
PHX,OO,4.971549766
PHX,PI,15.01599444
PHX,PS,6.173469388
PHX,TW,7.101228532
PHX,TZ,3.562295752
PHX,UA,10.66776985
PHX,US,8.624376539
PHX,WN,10.01749371
PHX,XE,5.236529487
PHX,YV,8.658570048
SBA,AA,3.090599019
SBA,CO,19.19444444
SBA,HP,2.807072829
SBA,MQ,0.882723062
SBA,OH,2.676092545
SBA,OO,6.241536285
SBA,UA,11.48106381
SBA,XE,10.61928934
SBA,YV,5.645124899
MOT,CO,1.119594762
MOT,NW,1.471358731
MEI,EV,12.05296215
LWS,OO,0.921493902
FNT,9E,7.120085776
FNT,CO,0.552083333
FNT,DH,4.806122449
FNT,EV,14.42988741
FNT,FL,7.047998711
FNT,MQ,12.45606921
FNT,NW,2.55178865
FNT,OH,5.803641457
FNT,OO,-1.196129032
FNT,PI,7.554054054
FNT,US,2.91199837
KOA,AA,11.781683
KOA,AQ,2.147384453
KOA,DL,-1.384180791
KOA,HA,-2.949123251
KOA,NW,0.315423515
KOA,TW,3.911340206
KOA,TZ,14.65217391
KOA,UA,6.394909688
KOA,US,-0.391777509
KOA,YV,1.555213374
MOD,OO,10.17359742
MSP,9E,7.39272558
MSP,AA,6.830189413
MSP,AS,2
MSP,CO,5.814757334
MSP,DL,6.116740559
MSP,EA,4.792944785
MSP,EV,15.77021277
MSP,F9,5.971691437
MSP,FL,6.78680203
MSP,HP,6.586731613
MSP,ML (1),3.757795814
MSP,MQ,11.63559561
MSP,NW,7.592524581
MSP,OH,10.02513587
MSP,OO,9.441629788
MSP,PA (1),11.45640802
MSP,PI,9.944244604
MSP,TW,4.753882259
MSP,TZ,0.333724046
MSP,UA,7.838340922
MSP,US,4.485135404
MSP,XE,9.660402767
MSP,YV,8.845839018
BOI,AS,6.037201316
BOI,CO,3.882273342
BOI,DL,3.641649713
BOI,EV,5.949044586
BOI,F9,2.290488432
BOI,HP,4.402902186
BOI,MQ,1.25
BOI,NW,4.672223741
BOI,OO,7.590217755
BOI,UA,7.450083908
BOI,US,2.799321651
BOI,WN,6.719556788
BOI,XE,5.355842786
BOI,YV,4.490196078
ABY,EV,9.859939161
ABY,OH,18.72727273
YAP,CO,20.06912442
ATL,9E,10.07289024
ATL,AA,8.413015472
ATL,B6,5.990791897
ATL,CO,10.66431092
ATL,DH,10.70847295
ATL,DL,9.813782839
ATL,EA,8.508993382
ATL,EV,15.82205864
ATL,F9,6.392566783
ATL,FL,13.33894422
ATL,HP,11.34088527
ATL,ML (1),5.596918086
ATL,MQ,23.71488912
ATL,NW,5.684618963
ATL,OH,16.77640574
ATL,OO,13.76669133
ATL,PA (1),11.09268081
ATL,PI,5.51461039
ATL,TW,8.205531453
ATL,UA,10.18274212
ATL,US,8.999840462
ATL,XE,8.17192954
ATL,YV,17.30573672
RIC,9E,8.81482821
RIC,AA,4.301052298
RIC,B6,12.52565084
RIC,CO,7.033197927
RIC,DH,4.811301192
RIC,DL,5.719319744
RIC,EA,5.100429389
RIC,EV,16.06797153
RIC,FL,7.038934723
RIC,MQ,11.1414664
RIC,NW,3.274509804
RIC,OH,10.36161063
RIC,OO,5.035714286
RIC,PI,8.880838894
RIC,TW,6.812957158
RIC,UA,10.87817259
RIC,US,5.296082128
RIC,XE,10.60346983
RIC,YV,9.55257732
EAU,9E,7.606060606
EAU,NW,-2.509205984
TUL,9E,10.03300842
TUL,AA,5.620072119
TUL,CO,3.549993365
TUL,DH,16.22953216
TUL,DL,5.502289468
TUL,EA,3.589970501
TUL,EV,13.26774265
TUL,F9,-4.0625
TUL,MQ,9.926221593
TUL,NW,-0.493099415
TUL,OH,5.095449735
TUL,OO,7.51374296
TUL,TW,3.369636067
TUL,UA,5.496262183
TUL,WN,7.234496465
TUL,XE,6.27607362
GRK,EV,16.99208443
GRK,MQ,6.223770942
GRK,OO,6.2265625
GRK,XE,7.005523409
SJU,AA,7.05934276
SJU,B6,6.949735873
SJU,CO,7.840721329
SJU,DH,18.0625
SJU,DL,6.853090198
SJU,EA,11.83581797
SJU,FL,3.744460857
SJU,MQ,7.007054674
SJU,NW,18.27604611
SJU,PA (1),-2.018372703
SJU,TW,7.283956441
SJU,TZ,3.677873339
SJU,UA,7.518390063
SJU,US,9.825907874
GGG,MQ,0.871565043
MKK,AA,null
MKK,HA,-2.966292135
SDF,9E,5.081253184
SDF,AA,4.316452753
SDF,CO,6.180105315
SDF,DH,5.23016221
SDF,DL,6.656426526
SDF,EA,5.293706294
SDF,EV,14.09267756
SDF,F9,4.669491525
SDF,ML (1),1.403100775
SDF,MQ,12.18242132
SDF,NW,3.43995098
SDF,OH,7.64071142
SDF,OO,13.89633601
SDF,PI,6.92872276
SDF,TW,3.974874372
SDF,UA,8.232087458
SDF,US,4.78791177
SDF,WN,8.679907018
SDF,XE,10.45378062
SDF,YV,7.901306241
SFO,AA,7.832329627
SFO,AS,10.0358891
SFO,B6,13.8305026
SFO,CO,7.083049194
SFO,DH,9.176972281
SFO,DL,6.562729888
SFO,EA,9.408163265
SFO,EV,11.18987342
SFO,F9,5.162444663
SFO,FL,8.994275902
SFO,HA,9.543609435
SFO,HP,9.680006465
SFO,MQ,4.853923778
SFO,NW,5.757805769
SFO,OH,9.370212766
SFO,OO,10.94114779
SFO,PA (1),5.28761166
SFO,PI,19.48141593
SFO,PS,6.303518701
SFO,TW,7.79488255
SFO,TZ,3.952415635
SFO,UA,11.19020316
SFO,US,7.527510077
SFO,WN,11.95711746
SFO,XE,11.60900977
SFO,YV,10.46052632
GTF,9E,12.85491071
GTF,CO,3.682186235
GTF,DL,11.69566038
GTF,NW,-0.723056221
GTF,OO,0.256367709
GTF,UA,1.729826232
RHI,9E,6.276712329
EYW,EA,3.056300268
EYW,EV,19.26772941
EYW,MQ,4.321589883
EYW,PI,4.874269006
EYW,US,3.575894114
YUM,HP,2.945318545
YUM,OO,4.891329614
YUM,YV,6.599123141
TTN,OH,10.0989011
TTN,US,2.521303258
STT,AA,4.984022659
STT,CO,6.756454389
STT,DL,10.1614629
STT,EA,13.90995261
STT,ML (1),6.787735849
STT,MQ,0.403174603
STT,NW,31.45454545
STT,PA (1),1.773571679
STT,UA,6.254930606
STT,US,7.139369278
EVV,9E,3.342804036
EVV,DH,1.855060034
EVV,EA,6.474137931
EVV,EV,11.15015836
EVV,MQ,9.702811529
EVV,OH,3.07755102
EVV,PI,7.617245658
EVV,US,2.934015206
ORH,CO,8.325476992
ORH,MQ,8.185858586
ORH,NW,4.134554974
ORH,PI,3.890670554
ORH,US,3.475584795
CCR,PS,3.471641791
CCR,US,2.58543264
CLT,9E,6.341545894
CLT,AA,3.2154311
CLT,B6,17.69608576
CLT,CO,9.895360601
CLT,DH,8.014798027
CLT,DL,7.744307372
CLT,EA,5.601709084
CLT,EV,12.78885832
CLT,F9,-3
CLT,FL,9.416690375
CLT,MQ,13.05772286
CLT,NW,5.829177263
CLT,OH,10.84140695
CLT,OO,3.352941176
CLT,PA (1),6.221556886
CLT,PI,13.45192592
CLT,TW,4.067653927
CLT,TZ,0.093364198
CLT,UA,10.1125908
CLT,US,8.277286219
CLT,XE,12.7528783
CLT,YV,12.83030638
ITO,AQ,-0.7298434
ITO,HA,-3.489070712
ITO,TZ,-0.725
ITO,YV,0.741470941
LNK,9E,5.665647299
LNK,CO,5.394871795
LNK,DH,11.79384966
LNK,HP,3.812193232
LNK,MQ,7.159682899
LNK,OO,9.947770701
LNK,TW,4.277578475
LNK,UA,8.160718842
LNK,YV,32.9296875
GUM,CO,2.544067919
ABI,AA,36.5
ABI,EV,1.75
ABI,MQ,3.892938497
ABI,OO,6.814128944
ABI,US,0
ABI,XE,-4.604166667
MCO,AA,7.942493339
MCO,AS,11.85966634
MCO,B6,14.94637246
MCO,CO,8.260607683
MCO,DH,7.404098361
MCO,DL,6.848413084
MCO,EA,11.26706347
MCO,EV,5.022423025
MCO,F9,3.78163606
MCO,FL,8.095049505
MCO,HP,11.76932998
MCO,ML (1),6.803870968
MCO,MQ,6.730233511
MCO,NW,5.441078944
MCO,OH,9.660927689
MCO,PA (1),5.103518729
MCO,PI,7.946948804
MCO,TW,8.677581815
MCO,TZ,2.617247655
MCO,UA,7.811770329
MCO,US,7.77463587
MCO,WN,8.626698897
MCO,XE,1.593162393
PIA,9E,3.595561036
PIA,AA,3.314018692
PIA,DH,8.973856209
PIA,EV,12.05366195
PIA,MQ,7.419401544
PIA,NW,0.905785124
PIA,OO,12.5585724
PIA,TW,3.741496599
PIA,UA,4.356739306
ATW,9E,5.759401537
ATW,DH,1.579175705
ATW,EV,12.06606474
ATW,NW,1.689525599
ATW,OH,5.106521283
ATW,OO,11.50436772
ATW,YV,17.90962441
KTN,AS,8.797848423
JFK,AA,10.08073558
JFK,B6,11.12709622
JFK,CO,8.201208082
JFK,DH,8.742980908
JFK,DL,11.98667318
JFK,EA,14.00593668
JFK,EV,14.15615385
JFK,HP,14.17755997
JFK,MQ,12.92743012
JFK,NW,11.63781772
JFK,OH,16.65130701
JFK,PA (1),11.52347866
JFK,PI,16.09605285
JFK,TW,12.63907141
JFK,UA,5.968325365
JFK,US,13.11160341
JFK,XE,8.113736264
JFK,YV,18.08035714
SGU,OO,2.89950103
MQT,MQ,9.773913043
RSW,9E,10.69384058
RSW,AA,5.976868264
RSW,B6,14.97886575
RSW,CO,8.885983871
RSW,DH,11.83993399
RSW,DL,6.828763755
RSW,EA,7.638159879
RSW,EV,-0.666666667
RSW,F9,3.220039293
RSW,FL,5.767552399
RSW,HP,11.6235012
RSW,ML (1),6.687058824
RSW,MQ,2.787475538
RSW,NW,5.645116188
RSW,OH,13.00451628
RSW,PI,4.540642722
RSW,TW,4.034419034
RSW,TZ,1.938212206
RSW,UA,7.040664685
RSW,US,5.260399299
RSW,WN,9.06565159
RSW,XE,3.098015634
FAY,AA,2.793850598
FAY,DL,5.302325581
FAY,EV,13.82095257
FAY,PI,3.453655613
FAY,US,1.991586819
FAY,YV,9.037735849
COS,9E,6.866141732
COS,AA,4.581163366
COS,CO,3.530178255
COS,DH,17.34707904
COS,DL,4.944562716
COS,HP,4.990340934
COS,MQ,19.32739938
COS,NW,4.194974495
COS,OH,9.976440892
COS,OO,7.128652934
COS,TW,2.704666273
COS,UA,5.806791171
COS,XE,2.792315764
COS,YV,8.739468493
OGD,OO,143.6666667
OKC,9E,12.15740036
OKC,AA,4.052064746
OKC,CO,3.298541551
OKC,DH,17.95821855
OKC,DL,6.057542821
OKC,EA,4.821538462
OKC,EV,9.923076923
OKC,F9,1.276995305
OKC,MQ,10.2657829
OKC,NW,0.026301436
OKC,OH,5.167917612
OKC,OO,7.331120429
OKC,TW,4.637138497
OKC,UA,5.033415357
OKC,WN,7.42338761
OKC,XE,5.719858365
OKC,YV,14.49546329
PFN,9E,4.370219276
PFN,DL,6.026378458
PFN,EV,14.26261128
PFN,NW,2.248956885
PFN,OH,1.909663866
PFN,OO,4.891891892
SWF,9E,10.7970451
SWF,AA,3.179572935
SWF,B6,5.11687389
SWF,DH,5.006500542
SWF,DL,5.213357857
SWF,EV,18.54039409
SWF,FL,4.392932862
SWF,MQ,8.802199752
SWF,OH,6.097213989
SWF,US,4.126261352
OME,AS,10.68851613
GSO,9E,6.947057583
GSO,AA,3.8344
GSO,CO,7.433823406
GSO,DH,3.760438341
GSO,DL,7.552250031
GSO,EA,4.970580223
GSO,EV,14.58384668
GSO,FL,7.516393443
GSO,MQ,7.614835165
GSO,NW,1.560228762
GSO,OH,8.750592112
GSO,OO,7.711367673
GSO,PI,8.838246603
GSO,UA,8.92715166
GSO,US,5.506620095
GSO,XE,13.20165908
GSO,YV,14.58410948
HPN,9E,11.91833238
HPN,AA,7.179781861
HPN,B6,8.438329556
HPN,DH,10.85006993
HPN,EV,17.18536343
HPN,FL,8.203018024
HPN,MQ,14.08608635
HPN,NW,4.222568055
HPN,OH,9.243472124
HPN,OO,14.47955182
HPN,UA,7.821489483
HPN,US,5.419767907
HPN,XE,-0.780193757
PLN,9E,5.88844086
PLN,NW,-7.666666667
EGE,AA,14.10362981
EGE,CO,7.913782991
EGE,DL,11.06013986
EGE,HP,9.664596273
EGE,NW,14.40306392
EGE,UA,9.362410451
EGE,US,18.33834586
EGE,YV,5.746079919
LCH,XE,3.238231842
DEN,9E,9.052740434
DEN,AA,7.018896475
DEN,AS,7.14949384
DEN,B6,11.73818898
DEN,CO,7.868585083
DEN,DL,6.855268642
DEN,EA,8.198023177
DEN,EV,7.913205786
DEN,F9,7.434131547
DEN,FL,5.207380846
DEN,HP,5.535009373
DEN,ML (1),7.621908127
DEN,NW,5.722448306
DEN,OH,7.130530973
DEN,OO,7.346034887
DEN,PA (1),8.994692949
DEN,PI,9.855941115
DEN,TW,8.878395452
DEN,TZ,2.108779011
DEN,UA,10.58769978
DEN,US,5.546513914
DEN,WN,10.22291324
DEN,XE,4.843531713
DEN,YV,9.34777874
BGR,9E,9.001362398
BGR,CO,6.188605108
BGR,DH,2.419080919
BGR,DL,4.37976198
BGR,EV,25.25766871
BGR,MQ,9.602692883
BGR,OH,6.209449761
BGR,UA,4.887457462
BGR,US,6.913652275
BGR,XE,29.39335959
MSN,9E,6.99138368
MSN,AA,3.1773634
MSN,DH,5.48975265
MSN,EV,13.32957111
MSN,MQ,10.78851881
MSN,NW,2.409518876
MSN,OH,1.493808517
MSN,OO,10.16878186
MSN,TW,3.971450038
MSN,UA,5.870692212
MSN,US,1.039677976
MSN,XE,10.82690599
MSN,YV,22.05210325
DAB,AA,1.526512864
DAB,CO,12.05412534
DAB,DL,5.790200303
DAB,EA,4.93985137
DAB,EV,17.82490272
DAB,FL,5.810264386
DAB,OH,14.67219917
DAB,OO,1.290322581
DAB,PI,4.723609535
DAB,US,4.451469718
DAB,XE,19.05773597
DAB,YV,11.43367935
GCN,HP,3.930983847
TUS,AA,5.401564069
TUS,AS,5.782235902
TUS,B6,14.42086957
TUS,CO,3.686740212
TUS,DL,4.73535998
TUS,EA,7.585221675
TUS,EV,3.979381443
TUS,F9,1.588194921
TUS,HP,5.556585389
TUS,NW,2.221694513
TUS,OO,3.882663999
TUS,PS,4.52154195
TUS,TW,3.284028656
TUS,UA,6.403334694
TUS,US,2.845844118
TUS,WN,8.766727758
TUS,XE,4.854772173
TUS,YV,4.559682566
CSG,DL,4.456081946
CSG,EV,9.031491944
SAT,9E,5.98053528
SAT,AA,5.130107683
SAT,CO,5.608855925
SAT,DL,5.910672631
SAT,EA,6.210449927
SAT,EV,9.822662602
SAT,F9,2.03363472
SAT,FL,11.8946281
SAT,HP,4.518902675
SAT,MQ,4.665205479
SAT,NW,1.15403381
SAT,OH,7.567802585
SAT,OO,7.74618819
SAT,PA (1),1.112443778
SAT,TW,2.478819385
SAT,UA,6.598022963
SAT,US,3.370464188
SAT,WN,7.046576714
SAT,XE,4.257690075
SAT,YV,3.248728618
ROP,CO,-2.062944718
MKE,9E,3.695652174
MKE,AA,2.920473083
MKE,CO,3.626748822
MKE,DH,6.296100463
MKE,DL,4.420472022
MKE,EA,6.600720504
MKE,EV,13.76159395
MKE,F9,3.314079422
MKE,FL,8.578983946
MKE,HP,7.097412255
MKE,MQ,8.762867312
MKE,NW,3.865969787
MKE,OH,5.765161058
MKE,OO,11.66316834
MKE,TW,4.730645161
MKE,UA,4.600138841
MKE,US,3.660795332
MKE,XE,10.14693593
MKE,YV,21.77114428
LIT,9E,8.464654488
LIT,AA,2.40559114
LIT,CO,6.875
LIT,DL,6.548320193
LIT,EV,11.81679148
LIT,MQ,11.41531874
LIT,NW,1.118386977
LIT,OH,5.686818981
LIT,OO,7.586206897
LIT,TW,4.953936183
LIT,UA,4.437992463
LIT,US,2.002720079
LIT,WN,8.512428822
LIT,XE,6.743270869
LIT,YV,2.551912568
SPN,CO,2.580244313
SPN,UA,-6.361290323
BUR,AA,3.435891518
BUR,AS,6.892566654
BUR,B6,10.26325503
BUR,CO,4.514405448
BUR,DL,2.300123609
BUR,HP,3.898627035
BUR,OO,7.455795467
BUR,PS,3.624242424
BUR,TW,5.429317094
BUR,UA,8.833428123
BUR,US,5.360247098
BUR,WN,6.839785352
BUR,YV,3.365987461
DRO,AA,8.583224115
DRO,HP,5.103178607
DRO,MQ,1.961038961
DRO,OO,3.780727784
DRO,XE,4.179775281
DRO,YV,5.847256407
GJT,AA,70
GJT,CO,2.864504171
GJT,HP,4.404356436
GJT,MQ,9.182773109
GJT,OO,5.66080151
GJT,YV,9.245038412
MSO,9E,52.5
MSO,CO,5.802907916
MSO,DL,5.09793846
MSO,EV,3.076923077
MSO,NW,2.904789677
MSO,OO,2.984237682
MSO,UA,4.446808511
BET,AS,9.924264706
BFI,CO,28
VLD,EV,11.60975963
DLG,AS,11.36989393
PNS,9E,5.092394079
PNS,AA,0.922683706
PNS,CO,3.534229008
PNS,DL,6.280250301
PNS,EA,5.876595745
PNS,EV,13.73718161
PNS,FL,11.44616004
PNS,MQ,10.1603544
PNS,OH,6.204192022
PNS,OO,3.424170616
PNS,PI,7.91522763
PNS,US,3.126303161
PNS,XE,4.014429023
PNS,YV,3.840842598
PHL,9E,14.37250929
PHL,AA,6.873748367
PHL,CO,4.688501935
PHL,DH,10.38395516
PHL,DL,7.815797098
PHL,EA,12.07238751
PHL,EV,14.87079408
PHL,F9,6.640662894
PHL,FL,13.22853591
PHL,HP,9.942625507
PHL,ML (1),6.654383736
PHL,MQ,9.786769743
PHL,NW,5.403831489
PHL,OH,14.50127578
PHL,OO,7.851320755
PHL,PA (1),6.692829457
PHL,PI,7.247967909
PHL,TW,7.337547289
PHL,TZ,5.646233974
PHL,UA,8.888845807
PHL,US,12.1793109
PHL,WN,15.30254264
PHL,XE,5.265394737
PHL,YV,19.31587456
TVL,AA,3.852252882
MDT,9E,10.84123077
MDT,AA,5.587146396
MDT,DH,7.397770527
MDT,DL,6.016195542
MDT,EA,12.8428246
MDT,EV,13.29679038
MDT,MQ,12.39521301
MDT,NW,0.513435409
MDT,OH,7.788275051
MDT,OO,18.95384615
MDT,TW,3.915982934
MDT,UA,8.693570516
MDT,US,2.827639941
MDT,XE,-4.141475827
MDT,YV,15.49588436
BQK,EV,9.051587302
BIL,9E,13.425
BIL,CO,4.937890551
BIL,DL,4.497811459
BIL,EV,4.705099778
BIL,NW,0.392355641
BIL,OH,1.29566855
BIL,OO,2.950566751
BIL,UA,5.779523127
BIL,XE,4.418181818
BIL,YV,-0.12
ILM,EV,12.38695143
ILM,OH,14.31700288
ILM,PI,5.758237473
ILM,UA,3.879464286
ILM,US,2.251758255
ILM,YV,5.047713718
CAE,9E,7.313492063
CAE,AA,2.372787611
CAE,CO,9.932075472
CAE,DH,9.96
CAE,DL,8.275128947
CAE,EA,5.191314837
CAE,EV,12.61787051
CAE,MQ,7.661157025
CAE,OH,8.540593097
CAE,PI,6.850368809
CAE,UA,8.435588655
CAE,US,3.119654116
CAE,XE,15.59806328
CAE,YV,21.12524023
TPA,9E,11.25
TPA,AA,6.134407428
TPA,B6,11.49183435
TPA,CO,8.19595259
TPA,DH,6.964747356
TPA,DL,6.281137253
TPA,EA,8.958721058
TPA,EV,5.597405776
TPA,F9,3.799204771
TPA,FL,6.52030498
TPA,HP,11.40132098
TPA,ML (1),8.205607477
TPA,MQ,5.688615123
TPA,NW,4.593336433
TPA,OH,18.03041074
TPA,PA (1),4.824770146
TPA,PI,8.221355073
TPA,TW,6.593336992
TPA,TZ,32
TPA,UA,8.20806424
TPA,US,7.270927673
TPA,WN,8.810447624
TPA,XE,2.172751558
MYR,9E,9.799256506
MYR,AA,-0.988683128
MYR,CO,15.73914807
MYR,DL,7.605442177
MYR,EV,14.53555383
MYR,FL,12.30402542
MYR,NW,1.074476338
MYR,OH,6.365099269
MYR,PI,6.297015237
MYR,US,2.083642948
MYR,XE,13.66561514
MYR,YV,9.659412097
CDV,AS,8.101824687
CRW,9E,-0.141463415
CRW,DH,4.630465225
CRW,EV,12.61577636
CRW,OH,2.745511319
CRW,OO,16.65706283
CRW,PI,5.906162162
CRW,UA,-0.133333333
CRW,US,5.287300329
CRW,XE,4.432150313
CRW,YV,8.56
MFE,AA,4.263289797
MFE,CO,4.674346071
MFE,EV,16.7019544
MFE,TW,-0.481338481
MFE,XE,4.532102273
HHH,EV,20.1005354
MGM,9E,4.581996896
MGM,DL,5.613135501
MGM,EV,13.42038332
MGM,NW,3.661764706
MGM,OO,0.032967033
MGM,US,1.325034578
MGM,XE,5.100101112
MGM,YV,2.236363636
BRO,CO,2.109018568
BRO,XE,3.329475834
MAF,AA,2.808212381
MAF,CO,3.184216726
MAF,EV,3.772563177
MAF,HP,4.592392528
MAF,MQ,7.270962787
MAF,WN,5.662060437
MAF,XE,4.673702225
ORF,9E,13.21878716
ORF,AA,4.74558375
ORF,CO,8.088838909
ORF,DH,9.665663045
ORF,DL,5.617391162
ORF,EA,4.731290251
ORF,EV,13.99438428
ORF,MQ,11.02183267
ORF,NW,5.231139967
ORF,OH,10.88576082
ORF,OO,17.36742268
ORF,PA (1),0
ORF,PI,9.851044159
ORF,TW,3.620723946
ORF,UA,8.783035884
ORF,US,6.111656666
ORF,WN,7.300682261
ORF,XE,10.77137642
