origin,uniquecarrier,averagedeparturedelay
ORF,YV,15.5573798
CMH,9E,8.4125387
CMH,AA,3.51392626
CMH,B6,15.55460493
CMH,CO,8.494556654
CMH,DH,3.491114701
CMH,DL,4.71344134
CMH,EA,5.937389381
CMH,EV,11.37179487
CMH,HP,11.55397786
CMH,ML (1),4.366459627
CMH,MQ,12.40836313
CMH,NW,4.041555005
CMH,OH,10.53271725
CMH,OO,8.062805873
CMH,PI,5.201294879
CMH,TW,6.159097425
CMH,UA,8.618599326
CMH,US,5.993296354
CMH,WN,8.130782647
CMH,XE,9.202106423
CMH,YV,7.961191336
ANI,AS,6.894366197
HOU,9E,7.753358925
HOU,AA,6.942316669
HOU,B6,13.72288603
HOU,CO,4.875622131
HOU,DL,6.435804876
HOU,EA,7.632784251
HOU,EV,10.09490915
HOU,FL,11.00537875
HOU,MQ,8.059394881
HOU,NW,2.74727399
HOU,OH,6.69375
HOU,OO,7.26199262
HOU,PA (1),3.57795504
HOU,TW,6.741580157
HOU,TZ,22.99252336
HOU,UA,5.557840617
HOU,WN,9.490114185
HOU,XE,-4.244897959
MBS,9E,5.143175074
MBS,CO,2.464444444
MBS,DH,10.6214442
MBS,NW,0.803300562
MBS,OO,11.51375358
MBS,UA,7.553675514
MBS,US,2.776119403
MBS,YV,24.63651877
GRB,9E,7.752159827
GRB,DH,8.599056604
GRB,DL,-19
GRB,EV,8.781781782
GRB,MQ,11.4596401
GRB,NW,1.727730353
GRB,OH,1.971751412
GRB,OO,10.49100935
GRB,YV,24.59913378
OXR,OO,1.103174603
LGB,AA,3.424978876
LGB,AS,5.060428374
LGB,B6,4.872468694
LGB,CO,3.247674419
LGB,DL,3.333728512
LGB,HP,3.850830698
LGB,OO,1.181458003
LGB,PS,4.949704142
LGB,TW,4.357142857
LGB,UA,8.606885508
LGB,US,7.243918475
LGB,XE,1.760641579
LGB,YV,0.232607768
SBP,MQ,3.108358481
SBP,OO,7.302875584
SBP,YV,5.194248661
MFR,CO,17.89839572
MFR,OO,8.546996273
MFR,PS,8.461111111
MFR,UA,12.08309726
MFR,US,6.789768185
MFR,YV,4.050669773
PDX,AA,5.364008293
PDX,AS,6.237798558
PDX,B6,19.05064309
PDX,CO,5.416270328
PDX,DL,6.287429703
PDX,EA,9.164933135
PDX,EV,9.537074148
PDX,F9,4.998554615
PDX,HA,3.454954955
PDX,HP,6.915035587
PDX,NW,4.020009723
PDX,OO,1.875576325
PDX,PS,9.190045249
PDX,TW,5.676950896
PDX,UA,9.086227173
PDX,US,6.833710123
PDX,WN,8.231707239
PDX,XE,5.234234234
PDX,YV,5.696428571
MRY,MQ,0.893011965
MRY,OO,8.148493889
MRY,PS,1.733656174
MRY,UA,8.433938337
MRY,US,1.833274461
MRY,XE,6.18499044
MRY,YV,2.55821501
GPT,9E,4.566129032
GPT,CO,1.196587537
GPT,DL,9.149525894
GPT,EV,12.16908862
GPT,FL,8.09630102
GPT,MQ,13.96131261
GPT,NW,1.977510511
GPT,OH,12.17647059
GPT,XE,5.279152757
ISO,EV,13.11345455
ISO,PI,4.518483856
ISO,US,1.926586261
SMF,AA,3.995824718
SMF,AQ,-1.900236128
SMF,AS,10.45648097
SMF,B6,5.015421899
SMF,CO,3.984016139
SMF,DL,5.043759964
SMF,EV,8.043349754
SMF,F9,2.57050393
SMF,HA,6.642494929
SMF,HP,4.554977671
SMF,NW,4.462303962
SMF,OO,9.503746104
SMF,PS,2.418936446
SMF,TW,7.385623056
SMF,UA,7.30026567
SMF,US,4.131731669
SMF,WN,8.485720616
SMF,XE,6.637403075
SMF,YV,-0.07195301
ASE,OO,13.29388533
ASE,YV,11.14612229
PIH,EV,0
PIH,OO,0.537814323
INL,9E,6.168539326
MCI,9E,9.110162003
MCI,AA,6.566757904
MCI,CO,5.58680899
MCI,DL,6.045481902
MCI,EA,10.78143146
MCI,EV,7.092755751
MCI,F9,2.76980057
MCI,FL,6.355410924
MCI,HP,7.53911721
MCI,ML (1),4.126848692
MCI,MQ,8.549082203
MCI,NW,2.188091457
MCI,OH,6.739460748
MCI,OO,7.511990987
MCI,PA (1),2.003610108
MCI,PI,12.19156062
MCI,TW,5.702022996
MCI,UA,8.191401574
MCI,US,5.72603713
MCI,WN,8.949521726
MCI,XE,6.650468108
MCI,YV,13.03162512
CID,9E,6.979241231
CID,AA,0.348401323
CID,CO,3.666666667
CID,DH,7.359214636
CID,EV,16.67578947
CID,HP,5.357053994
CID,MQ,7.099657844
CID,NW,1.763489892
CID,OH,0.829683698
CID,OO,12.9287806
CID,TW,3.172795684
CID,UA,6.492954448
CID,YV,21.22109918
ANC,AA,19.20911722
ANC,AS,8.286531345
ANC,CO,8.273071557
ANC,DL,7.191969512
ANC,F9,16.2248366
ANC,HA,4.083333333
ANC,HP,11.16420752
ANC,NW,3.803099362
ANC,TW,7.496412264
ANC,UA,7.891141512
ANC,US,14.08503203
ACK,AA,7.3
ACK,B6,45.76987448
ACK,CO,21.00892857
ACK,OH,28.7755102
ACK,XE,24.50980392
PVU,EV,0
PVU,OO,null
SCC,AS,7.918230563
ACT,MQ,1.335365854
ACT,OO,4.97997269
SUX,9E,8.061538462
SUX,HP,4.994945848
SUX,NW,1.457671382
SUX,OO,420
SUX,TW,4.131772009
SUX,UA,2.173367761
RST,9E,5.07191393
RST,AA,4.189033722
RST,MQ,10.12677197
RST,NW,-0.210030307
RST,TW,3.056603774
LMT,OO,10.65037594
GLH,9E,-5.5
IYK,OO,-0.448635495
PWM,9E,12.23407202
PWM,B6,16.33749026
PWM,CO,8.062483045
PWM,DH,10.14347826
PWM,DL,3.993031659
PWM,EV,18.2425187
PWM,FL,3.902043269
PWM,MQ,8.424002015
PWM,NW,5.878125
PWM,OH,9.607451109
PWM,OO,6.966666667
PWM,TW,2.703007519
PWM,UA,7.817151134
PWM,US,6.906807547
PWM,XE,14.31754069
PWM,YV,14.87546934
JAN,9E,5.887319523
JAN,AA,2.299600639
JAN,DL,7.237045745
JAN,EV,9.995398773
JAN,MQ,7.454357626
JAN,NW,0.58383124
JAN,OH,3.04828614
JAN,OO,4.975845411
JAN,TW,5.869104909
JAN,UA,4.575974543
JAN,WN,7.836512833
JAN,XE,5.644699786
JAN,YV,11.66666667
ADK,AS,23.27083333
OAK,AA,4.633330417
OAK,AQ,5.834532374
OAK,AS,5.295090299
OAK,B6,3.809799483
OAK,CO,4.541584055
OAK,DL,5.173769757
OAK,EV,10.66772872
OAK,HA,-16.66666667
OAK,HP,4.432789541
OAK,MQ,6.418416801
OAK,NW,2.236910995
OAK,OO,4.537022269
OAK,PS,2.141666667
OAK,TZ,10.3943662
OAK,UA,6.976078696
OAK,US,4.222584026
OAK,WN,8.506378722
OAK,XE,9.872151899
OAK,YV,1.032396088
RDR,NW,-1.326086957
AUS,9E,5.541053631
AUS,AA,5.05856961
AUS,B6,11.03453453
AUS,CO,4.769591472
AUS,DH,2.84223301
AUS,DL,6.429179706
AUS,EV,10.62719532
AUS,F9,1.960406929
AUS,HP,4.247922927
AUS,MQ,8.331412578
AUS,NW,1.06460022
AUS,OH,10.07550505
AUS,OO,8.775434643
AUS,PA (1),1.294736842
AUS,TW,3.661226921
AUS,UA,6.548478879
AUS,US,2.45404361
AUS,WN,6.801319354
AUS,XE,2.50876647
AUS,YV,7.894874306
IAD,9E,9.551326413
IAD,AA,4.851711457
IAD,AS,6.644610459
IAD,B6,10.41565843
IAD,CO,6.586331286
IAD,DH,9.471178153
IAD,DL,6.856455715
IAD,EA,12.78133705
IAD,EV,12.98971429
IAD,FL,10.22312045
IAD,HP,8.934213421
IAD,MQ,13.06096374
IAD,NW,3.634117989
IAD,OH,11.02840743
IAD,OO,28.71428571
IAD,PA (1),21.70419063
IAD,TW,5.348087607
IAD,UA,9.775943775
IAD,US,7.463986082
IAD,WN,8.913542283
IAD,XE,10.82653599
IAD,YV,21.07415622
FAT,AA,4.629073879
FAT,CO,9.169565217
FAT,DL,6.098075701
FAT,F9,-1.416666667
FAT,HP,3.491319444
FAT,MQ,1.588491296
FAT,OO,7.619469839
FAT,PS,1.885985748
FAT,UA,6.568501171
FAT,US,2.474596677
FAT,XE,0.656222418
FAT,YV,3.975884499
CHS,9E,5.99375
CHS,AA,1.394939759
CHS,CO,6.146428246
CHS,DH,7.700670435
CHS,DL,7.31325216
CHS,EA,4.698913043
CHS,EV,9.761484099
CHS,FL,5.6606093
CHS,MQ,12.95044869
CHS,NW,3.670756646
CHS,OH,8.185460526
CHS,OO,15.38259259
CHS,PI,7.416641946
CHS,UA,4.917118644
CHS,US,3.118977035
CHS,XE,13.32664815
CHS,YV,12.73115401
MLB,AA,1.670772479
MLB,CO,8.376070945
MLB,DL,3.666804994
MLB,EA,5.139434048
MLB,EV,11.12056862
MLB,OH,9.034010392
MLB,PI,4.152777778
MLB,US,4.042765577
AGS,CO,2.571428571
AGS,DL,5.657699375
AGS,EV,12.76235326
AGS,OH,5.113712375
AGS,PI,4.203587444
AGS,US,2.337549243
AGS,XE,12.70030426
AGS,YV,8.285714286
STL,9E,7.832686198
STL,AA,4.800773042
STL,CO,7.699072638
STL,DH,10.13039014
STL,DL,6.366815604
STL,EA,7.152874405
STL,EV,13.86878769
STL,F9,2.487257423
STL,FL,4.491848907
STL,HP,7.22080159
STL,ML (1),6.077395577
STL,MQ,9.32144247
STL,NW,3.457652823
STL,OH,6.426581137
STL,OO,11.57656827
STL,PI,4.839169139
STL,TW,9.025520702
STL,UA,8.290921055
STL,US,5.368590569
STL,WN,10.63949779
STL,XE,10.20427152
STL,YV,7.451979472
BLI,AS,6.188246097
BLI,OO,1.327256153
BLI,PS,3
BLI,US,4.265923567
TRI,DH,5.653061224
TRI,DL,19.23684662
TRI,EV,10.42058256
TRI,OH,3.5108
TRI,PI,3.851184834
TRI,US,2.74330723
TRI,YV,-0.02962963
AKN,AS,10.53757753
PSC,DL,2.970392105
PSC,EV,8.198757764
PSC,OO,2.705860806
PSC,PS,0.64516129
PSC,US,7.001180638
SUN,HP,14.53846154
SUN,OO,1.146424785
STX,9E,21.36734694
STX,AA,4.001315382
STX,CO,5.509355509
STX,DL,1.859396433
STX,EA,13.24190476
STX,ML (1),6.686915888
STX,MQ,9.869047619
STX,PA (1),0.980065666
STX,US,3.321049693
BRW,AS,11.13891499
BJI,9E,5.368983957
TEX,YV,10.59459459
YKM,AA,30
YKM,OO,5.009408602
YKM,PS,1.606382979
YKM,US,1.206756757
DLH,9E,6.374340949
DLH,MQ,7.68956044
DLH,NW,3.400319572
FSM,9E,1.73566879
FSM,EV,12.11320755
FSM,MQ,3.976084313
MTJ,AA,7.283246978
MTJ,CO,2.887279597
MTJ,DL,24.55882353
MTJ,MQ,15.03863299
MTJ,OO,4.613514095
MTJ,UA,7.882797732
MTJ,XE,1.776859504
MTJ,YV,3.563983248
LWB,AA,-0.630952381
LWB,EV,10.40690282
LWB,US,2.403017241
SGF,9E,8.074763407
SGF,AA,1.154676259
SGF,CO,4.536486486
SGF,DH,9.910958904
SGF,EV,11.56676558
SGF,HP,3.085427136
SGF,MQ,9.792553191
SGF,NW,4.130769231
SGF,OH,3.018489171
SGF,OO,14.79680405
SGF,TW,3.49647172
SGF,UA,6.012250045
VIS,OO,0.140997831
GRR,9E,8.817149347
GRR,AA,4.97275705
GRR,DH,15.33462033
GRR,DL,4.363012113
GRR,EV,14.23260726
GRR,MQ,8.99037957
GRR,NW,3.267580854
GRR,OH,2.326746725
GRR,OO,6.082422729
GRR,PI,8.262645012
GRR,TW,2.636861314
GRR,UA,7.685178897
GRR,US,4.194438888
GRR,XE,7.796080096
GRR,YV,19.21719457
PSE,AA,-0.9375
PSE,B6,2.573652029
PSE,CO,0.969594595
PSE,EA,22.96721311
