origin,dest,averagedeparturedelay
EWR,SJC,11.64002386
EWR,SJU,9.761512741
EWR,SLC,10.47773628
EWR,SMF,11.1015625
EWR,SNA,6.198037373
EWR,SRQ,7.866915827
EWR,STL,10.24384752
EWR,STT,4.663196252
EWR,SWF,-3.75
EWR,SYR,11.9780943
EWR,TPA,11.93205222
EWR,TUL,17.30451676
EWR,TUS,16.37181045
EWR,TYS,20.08120843
EWR,UCA,18.96721311
EWR,XNA,12.26274643
GEG,BIL,1.268703899
GEG,BLI,-2
GEG,BOI,5.099597791
GEG,DEN,4.270035628
GEG,GJT,18.5
GEG,IDA,-8
GEG,LAS,6.51978736
GEG,LAX,2.931931166
GEG,LGB,66
GEG,MSP,3.583286343
GEG,OAK,4.237079573
GEG,ONT,3.882901554
GEG,ORD,8.825642864
GEG,PDX,6.508450094
GEG,PHX,3.949260753
GEG,PIH,21
GEG,PSC,2.704663212
GEG,PVU,-11
GEG,RAP,-6
GEG,RDM,-7
GEG,RNO,2.816793893
GEG,SAN,6.188073394
GEG,SEA,7.113985284
GEG,SFO,11.56780831
GEG,SKA,8
GEG,SLC,3.818756311
GEG,SMF,2.501350135
GEG,TUS,4.349753695
GEG,TWF,53.25
SRQ,ATL,5.939460219
SRQ,BDL,95
SRQ,BNA,2.06231454
SRQ,BOS,16.76653696
SRQ,BWI,3.756940807
SRQ,CLE,3.444774641
SRQ,CLT,3.358363542
SRQ,CMH,80
SRQ,CVG,7.987730061
SRQ,DCA,4.957345972
SRQ,DFW,5.666666667
SRQ,DTW,5.074713248
SRQ,EWR,10.1333814
SRQ,EYW,0
SRQ,FLL,2
SRQ,IAD,6.354477612
SRQ,IAH,1.444557477
SRQ,IND,4.740418118
SRQ,JFK,19.91666667
SRQ,LGA,7.696908262
SRQ,MCO,2.364537699
SRQ,MDW,2.838123555
SRQ,MEM,1.702959831
SRQ,MIA,6.262237762
SRQ,MSP,3.971428571
SRQ,ORD,7.973629424
SRQ,PBI,5.490854955
SRQ,PHL,6.978542127
SRQ,PIT,5.459471563
SRQ,RDU,2.53540071
SRQ,RSW,3.874731397
SRQ,SJU,null
SRQ,STL,5.22533137
SRQ,TPA,1.328851325
IDA,BZN,138
IDA,CYS,0
IDA,DEN,1.542632067
IDA,DFW,1.476666667
IDA,GJT,72
IDA,JAC,99.2
IDA,MSP,12.9789644
IDA,OGD,7
IDA,ORD,30.87769784
IDA,PIH,3.4
IDA,SLC,2.546175952
ICT,AMA,104
ICT,ATL,11.59031199
ICT,COS,3.609401709
ICT,CPR,28
ICT,CVG,5.220910624
ICT,DAY,0
ICT,DCA,5.268802228
ICT,DEN,4.858392112
ICT,DFW,4.407400118
ICT,DTW,3.140449438
ICT,IAH,2.422326027
ICT,LAS,8.69847516
ICT,LAX,2.488565489
ICT,LGA,18.50253807
ICT,LIT,3.844537815
ICT,LNK,4.10723192
ICT,MCI,3.87804878
ICT,MCO,-0.201923077
ICT,MDW,-4.603174603
ICT,MEM,0.011079071
ICT,MSP,7.156323645
ICT,MSY,8
ICT,OKC,3.807901907
ICT,OMA,2.5
ICT,ORD,11.76417197
ICT,PDX,206
ICT,PHX,5.051227906
ICT,PIA,105
ICT,PIT,3.974870017
ICT,SAT,26
ICT,SEA,-0.752380952
ICT,SGF,6.514285714
ICT,SLC,-1.635204082
ICT,SPI,25.5
ICT,STL,3.458696587
ICT,TUL,4.703381643
LYH,ATL,6.857327905
LYH,BWI,13.44827586
LYH,CHO,9.66796875
LYH,CLT,3.29787234
LYH,ROA,0.25
MHT,ALB,4.896694215
MHT,ATL,12.69152254
MHT,BGR,11.92056487
MHT,BNA,5.011146111
MHT,BOS,58.625
MHT,BTV,7.575757576
MHT,BWI,9.607275926
MHT,CLE,0.559966685
MHT,CLT,1.611046415
MHT,CVG,6.236788137
MHT,DCA,3.892509465
MHT,DTW,3.041510319
MHT,EWR,12.93641214
MHT,FLL,1.804444444
MHT,IAD,7.160992013
MHT,JFK,13.25925926
MHT,LAS,4.240042485
MHT,LGA,6.262962963
MHT,MCI,4.296207104
MHT,MCO,7.283174786
MHT,MDT,0
MHT,MDW,8.931346623
MHT,MSP,3.293989862
MHT,ORD,9.887544104
MHT,PHL,8.848395195
MHT,PHX,6.133949192
MHT,PIT,5.342539863
MHT,PWM,-2.429577465
MHT,TPA,8.482913359
SAN,ABQ,8.699058678
SAN,ATL,4.212801215
SAN,AUS,8.751909337
SAN,BFL,8.943462898
SAN,BNA,5.544164396
SAN,BOI,7.021321962
SAN,BOS,4.434216867
SAN,BUR,-0.216666667
SAN,BWI,6.057413748
SAN,CDC,0
SAN,CLD,2
SAN,CLE,2.495096116
SAN,CLT,3.173124827
SAN,COS,8.029473684
SAN,CVG,3.77927992
SAN,DEN,6.359278296
SAN,DFW,5.514049608
SAN,DTW,3.883415113
SAN,ELP,7.361929427
SAN,EWR,6.131382364
SAN,FAT,6.16954023
SAN,GEG,10.05733945
SAN,HNL,12.36546828
SAN,HOU,9.848591549
SAN,IAD,5.72809261
SAN,IAH,3.499505262
SAN,IPL,1.078196872
SAN,JFK,5.634060931
SAN,KOA,-2.304347826
SAN,LAS,8.035229831
SAN,LAX,3.294227886
SAN,LGB,5.084507042
SAN,LIH,3.419354839
SAN,MCI,7.259641327
SAN,MCO,22.02040816
SAN,MDW,7.400455581
SAN,MEM,3.572829132
SAN,MIA,0.560209424
SAN,MKE,5.700934579
SAN,MRY,8.69800885
SAN,MSP,3.982929233
SAN,MSY,3.109375
SAN,OAK,8.149823804
SAN,OGG,5.373425693
SAN,OKC,10.88289474
SAN,OMA,13.65706806
SAN,ONT,4.207308601
SAN,ORD,7.897892188
SAN,PDX,5.042931124
SAN,PHL,5.47279506
SAN,PHX,7.555963912
SAN,PIT,4.488278634
SAN,PSP,9.951068229
SAN,RNO,8.463099631
SAN,SAT,4.480053191
SAN,SBA,8.836734694
SAN,SBP,5
SAN,SEA,8.407950747
SAN,SFO,13.13846376
SAN,SJC,6.949894778
SAN,SLC,4.361233362
SAN,SMF,8.48120047
SAN,SNA,10.06847826
SAN,STL,6.44280178
SAN,TUL,11.78821656
SAN,TUS,10.11599882
SAN,TWF,5
SAN,YUM,112
MEM,ABQ,0
MEM,ATL,8.296823552
MEM,AUS,4.48269197
MEM,BDL,13.71428571
MEM,BHM,4.194610029
MEM,BNA,3.519425533
MEM,BOS,9.12078288
MEM,BTR,3.583855045
MEM,BWI,5.867717798
MEM,CAE,6.25498008
MEM,CHA,4.469546955
MEM,CHS,8.111459969
MEM,CID,14
MEM,CLE,4.942579505
MEM,CLT,4.018119828
MEM,CMH,5.574741801
MEM,COS,3.934628975
MEM,CPR,34
MEM,CVG,5.686879139
MEM,DAY,-4
MEM,DCA,6.482514915
MEM,DEN,7.110103257
MEM,DFW,5.809752198
MEM,DSM,7.355360444
MEM,DTW,6.081247793
MEM,EVV,5.15625
MEM,EWR,12.37005117
MEM,FAT,4.833333333
MEM,FLL,6.738155586
MEM,FSM,2.52764613
MEM,FWA,69
MEM,GJT,4
MEM,GLH,-3
MEM,GPT,4.095770225
MEM,GRR,5.97415507
MEM,GSO,6.29482672
MEM,GSP,3.527695716
MEM,HOU,4.250976647
MEM,HSV,13.14673391
MEM,IAD,6.781743308
MEM,IAH,5.498447075
MEM,ICT,3.40303425
MEM,IND,4.425042798
MEM,JAN,5.135253906
MEM,JAX,6.962627569
MEM,JFK,8.229885057
MEM,LAS,8.801510248
MEM,LAX,8.624108064
MEM,LEX,4.867346939
MEM,LGA,10.41670021
MEM,LIT,5.603883279
MEM,LNK,5
MEM,MCI,4.666323956
MEM,MCO,6.523444564
MEM,MDW,7.010309278
MEM,MGM,5.135008375
MEM,MIA,6.720503729
MEM,MKE,4.400376868
MEM,MLI,6.201511335
MEM,MOB,3.901497384
MEM,MSN,8.162820513
MEM,MSP,7.148088452
MEM,MSY,6.259964183
MEM,OKC,4.156412989
MEM,OMA,5.150048717
MEM,ORD,10.56263544
MEM,ORF,5.127340824
MEM,PBI,6.259778598
MEM,PDX,22.80851064
MEM,PFN,5.529458918
MEM,PHL,5.981477286
MEM,PHX,7.381515018
MEM,PIA,-1
MEM,PIT,3.219515885
MEM,PNS,6.602829712
MEM,RDU,5.956842295
MEM,RIC,8.245746692
MEM,RSW,8.278253425
MEM,SAN,9.174468085
MEM,SAT,4.911702729
MEM,SAV,3.5
MEM,SBN,11
MEM,SDF,4.751406318
MEM,SEA,7.684117595
MEM,SFO,10.15704331
MEM,SGF,5.499491008
MEM,SHV,4.499138426
MEM,SJU,7.93840231
MEM,SLC,8.739197531
MEM,SNA,14
MEM,SRQ,7.13238512
MEM,STL,5.822048935
MEM,TLH,6.866462793
MEM,TPA,7.355650617
MEM,TRI,5.578358209
MEM,TUL,4.075594656
MEM,TUS,11.54736842
MEM,TYS,3.339723489
MEM,VPS,5.097841003
MEM,XNA,4.841731725
BGM,ATL,13.62434783
BGM,BWI,3.873347251
BGM,CVG,2.025906736
BGM,DTW,7.975628931
BGM,ELM,-0.977876106
BGM,IAD,1.669390321
BGM,ITH,0.355
BGM,JFK,7.823529412
BGM,PHL,4.576271186
BGM,PIT,4.297410917
SLC,ABI,23
SLC,ABQ,5.403124785
SLC,ACV,0.472324723
SLC,AMA,5
SLC,ANC,11.82237254
SLC,ASE,7.377483444
SLC,ATL,7.743132903
SLC,AUS,9.446921444
SLC,BDL,2.17768595
SLC,BFL,3.598513011
SLC,BHM,11.83832335
SLC,BIL,5.825605807
SLC,BIS,4.371986971
SLC,BLI,3.07657247
SLC,BNA,8.557034221
SLC,BOI,8.141065162
SLC,BOS,6.648353062
SLC,BTM,3.590290307
SLC,BUR,4.618112445
SLC,BWI,6.119643299
SLC,BZN,6.808027672
SLC,CDC,3.719081779
SLC,CLE,3.409914204
SLC,CLT,2.883040936
SLC,CMH,4.087344029
SLC,COD,5.21492787
SLC,COS,4.249883101
SLC,CPR,4.612790605
SLC,CVG,6.829902243
SLC,CYS,5.5
SLC,DCA,1.572460279
SLC,DEN,6.707398989
SLC,DFW,6.56442577
SLC,DRO,1.619496855
SLC,DSM,5.631024096
SLC,DTW,5.433811513
SLC,EAU,5
SLC,EKO,3.31114021
SLC,ELP,2.728373702
SLC,EUG,5.494261868
SLC,EWR,8.53383819
SLC,FAI,7.043343653
SLC,FAR,3.931339978
SLC,FAT,6.487355857
SLC,FCA,6.193493237
SLC,FLL,3.853281853
SLC,FMN,-0.5
SLC,FSD,3.973445143
SLC,GCC,-1.511764706
SLC,GEG,7.776570258
SLC,GJT,5.408456322
SLC,GRR,-1
SLC,GTF,5.906205121
SLC,GUC,0.916666667
SLC,HDN,7.518895349
SLC,HLN,5.372649147
SLC,HNL,7.314007617
SLC,HOU,8.226415094
SLC,HSV,7
SLC,IAD,5.136278601
SLC,IAH,4.831959029
SLC,ICT,1.299492386
SLC,IDA,4.912073198
SLC,JAC,6.365989725
SLC,JFK,7.038713166
SLC,KOA,17.3215859
SLC,LAS,7.242901532
SLC,LAX,8.525412653
SLC,LBB,6.5
SLC,LBF,-4
SLC,LGA,3.125
SLC,LGB,2.95643017
SLC,LIT,10.50122249
SLC,LNK,5.5
SLC,LWS,3.799620493
SLC,MCI,5.947132279
SLC,MCO,6.134691485
SLC,MDW,8.034355828
SLC,MEM,17.65957447
SLC,MFR,3.372976544
SLC,MIA,2.215767635
SLC,MKE,18.64454976
SLC,MRY,2.505289359
SLC,MSN,12
SLC,MSO,5.621235616
SLC,MSP,4.436436313
SLC,MSY,7.886502048
SLC,MTJ,7.43
SLC,OAK,6.84321727
SLC,OGD,-4
SLC,OGG,6.509708738
SLC,OKC,7.354912598
SLC,OMA,4.899786624
SLC,ONT,6.574733763
SLC,ORD,10.52504286
SLC,PDX,7.971664522
SLC,PHL,4.584008981
SLC,PHX,6.430338117
SLC,PIH,3.18588393
SLC,PIT,4.643545279
SLC,PSC,6.514918068
SLC,PSP,4.863181149
SLC,PUB,5
SLC,PVU,2
SLC,RAP,3.726978998
SLC,RCA,1
SLC,RDM,3.178729188
SLC,RDU,2.290619765
SLC,RKS,-0.425149701
SLC,RNO,8.344975804
SLC,ROW,3
SLC,SAN,5.768936966
SLC,SAT,7.620875337
SLC,SBA,3.249568594
SLC,SBP,1.7
SLC,SDF,22.8
SLC,SEA,8.377048041
SLC,SFO,11.90670245
SLC,SGF,0.911184211
SLC,SGU,4.512264084
SLC,SHV,20
SLC,SJC,4.539861916
SLC,SLE,0.850967008
SLC,SMF,5.801666202
SLC,SNA,5.154471825
SLC,SPS,12
SLC,STL,8.275532052
SLC,SUN,3.154808031
SLC,SUX,1
SLC,TPA,1.835873388
SLC,TUL,5.637901446
SLC,TUS,4.879183997
SLC,TWF,5.081958936
SLC,WYS,3.371088861
SLC,XNA,3.314378554
SLC,YKM,1.295698925
SLC,YUM,3.334754797
CLD,LAX,3.924658622
CLD,ONT,10
CLD,PHX,1.199186992
CLD,SNA,4
FSD,ATL,18.58292282
FSD,BIS,-0.82554312
FSD,CID,21
FSD,CLT,-5
FSD,COS,6
FSD,CPR,2
FSD,CVG,-0.19844479
FSD,CYS,0
FSD,DEN,6.454483035
FSD,DSM,5.391304348
FSD,FAR,7.928875639
FSD,GJT,1
FSD,GRB,-8
FSD,GRR,9
FSD,IAD,-3
FSD,LAS,7.784313725
FSD,LNK,2.006696429
FSD,MLI,1.732940185
FSD,MSN,55.8
FSD,MSP,2.311276474
FSD,MTJ,0
FSD,OMA,3.568181818
FSD,ORD,13.16411023
FSD,PHX,-4.777777778
FSD,PIA,18
FSD,PIH,-10
FSD,RAP,10.31317183
FSD,RFD,60.5
FSD,SBN,20
FSD,SDF,-25
FSD,SLC,-0.352447552
FSD,STL,5.213087248
FSD,SUX,1.165662651
CRP,ATL,15.13656388
CRP,AUS,1.380327869
CRP,BRO,13.5
CRP,DFW,5.490961245
CRP,HOU,6.675038259
CRP,HRL,14.28571429
CRP,IAH,3.370888805
CRP,MFE,9
CRP,SAT,1.805194805
OGG,ANC,-10
OGG,ATL,1.895348837
OGG,DEN,1.663967611
OGG,DFW,8.321989529
OGG,HNL,0.170896991
OGG,IAH,-0.389473684
OGG,ITO,-0.938563327
OGG,KOA,1.345421849
OGG,LAS,3.179190751
OGG,LAX,6.909551009
OGG,LIH,-1.444582428
OGG,OAK,15.9259542
OGG,ORD,6.0448
OGG,PDX,11.24359969
OGG,PHX,3.713072204
OGG,SAN,7.011979823
OGG,SEA,9.685145318
OGG,SFO,7.905613482
OGG,SJC,11.64003436
OGG,SLC,-0.667961165
OGG,SMF,5.805436338
OGG,SNA,6.324582339
OGG,STL,15.8556338
SHV,ATL,9.46287607
SHV,AUS,0
SHV,BHM,15.49018127
SHV,BTR,3.470035778
SHV,CLT,-12
SHV,CVG,4.59239905
SHV,DFW,4.837840807
SHV,DTW,8.333333333
SHV,HSV,29
SHV,IAH,3.746453501
SHV,JAN,1.942564103
SHV,LIT,0.818181818
SHV,MEM,3.502540937
SHV,MLU,7.303367087
SHV,MOB,6.048504741
SHV,MSY,13
SHV,ORD,17.3161435
SHV,STL,5.295062361
SHV,TUL,2
SHV,TYR,196
BIS,COS,-4
BIS,CPR,-1.123745819
BIS,CYS,8
BIS,DEN,3.376464646
BIS,FAR,66.33333333
BIS,FSD,8.032279315
BIS,GJT,-2.2
BIS,MOT,0.912862247
BIS,MSP,1.999852496
BIS,ORD,270
BIS,RAP,4.666666667
BIS,SLC,0.122542595
CLE,ABE,0.709769094
CLE,ABQ,1.34
CLE,AGS,-0.142857143
CLE,ALB,4.246702676
CLE,ATL,6.025377484
CLE,AUS,4.611562196
CLE,BDL,3.759312321
CLE,BHM,5.007374631
CLE,BNA,5.398234516
CLE,BOS,7.681192228
CLE,BTV,6.917103539
CLE,BUF,5.088764609
CLE,BWI,7.427905961
CLE,CAK,3.370677732
CLE,CHS,-1.053333333
CLE,CLT,4.414644657
CLE,CMH,3.740434193
CLE,COS,1.5
CLE,CPR,13
CLE,CRW,3.84180791
CLE,CVG,4.213502081
CLE,CWA,51
CLE,DAB,-0.558823529
CLE,DAY,4.299547794
CLE,DCA,4.758907225
CLE,DEN,6.710244446
CLE,DFW,6.771137364
CLE,DSM,13.79136691
CLE,DTW,3.942524318
CLE,ERI,4.532188841
CLE,EWR,10.18029751
CLE,FLL,2.51528777
CLE,FNT,4.075630252
CLE,FWA,64.5
CLE,GJT,-1
CLE,GRR,5.131450147
CLE,GSO,6.863045142
CLE,GSP,3.95750892
CLE,HDN,13.06122449
CLE,HOU,3.255855856
CLE,HPN,0.209394718
CLE,IAD,6.925416168
CLE,IAH,5.010080452
CLE,IND,4.18984988
CLE,ISP,4.086357947
CLE,JAN,30
CLE,JAX,4.105019815
CLE,JFK,10.11224222
CLE,LAN,10.64545455
CLE,LAS,7.286813825
CLE,LAX,7.560447525
CLE,LEX,2.003902862
CLE,LGA,9.69972897
CLE,MBS,9.681055156
CLE,MCI,5.310713294
CLE,MCO,3.159571366
CLE,MDT,0.885583524
CLE,MDW,7.989993755
CLE,MEM,2.396997603
CLE,MHT,1.730625334
CLE,MIA,4.301984776
CLE,MKE,4.767021658
CLE,MSN,4.771555309
CLE,MSP,5.18153673
CLE,MSY,2.347113765
CLE,MTJ,12.83333333
CLE,MYR,-0.516949153
CLE,OKC,10.74193548
CLE,OMA,12.9009434
CLE,ORD,10.70723506
CLE,ORF,3.308512561
CLE,PBI,2.274206509
CLE,PDX,32.25
CLE,PHL,6.768328446
CLE,PHX,6.983812759
CLE,PIT,5.022552741
CLE,PVD,3.178897091
CLE,PWM,2.438658429
CLE,RDU,2.425768738
CLE,RIC,4.957555178
CLE,ROC,6.425391095
CLE,RSW,2.305015573
CLE,SAN,5.728404669
CLE,SAT,3.494628678
CLE,SAV,3.20754717
CLE,SBN,5.029239766
CLE,SDF,5.801826891
CLE,SEA,6.637625824
CLE,SFO,9.700384025
CLE,SJU,-0.118032787
CLE,SLC,7.518768046
CLE,SRQ,5.731324804
CLE,STL,7.550972259
CLE,SYR,4.385773834
CLE,TPA,3.843478767
CLE,TUL,-5
CLE,TYS,5.740358916
CLE,XNA,3.163204748
CPR,BIS,3.469594595
CPR,COD,null
CPR,DEN,5.42846458
CPR,EKO,93
CPR,GJT,35.66666667
CPR,IDA,69
CPR,MSP,8.64380531
CPR,OGD,17
CPR,ORD,2.496183206
CPR,PIH,17.6
CPR,RAP,3.942586121
CPR,SLC,3.33667064
CPR,TWF,19
SEA,ABQ,11.18124658
SEA,ANC,10.61316382
SEA,ATL,7.423677377
SEA,AUS,16.54822335
SEA,BLI,5.198249134
SEA,BNA,8.476
SEA,BOI,9.218985515
SEA,BOS,7.22254522
SEA,BUR,9.160852211
SEA,BWI,17.40347072
SEA,CLE,5.170169492
SEA,CLT,6.875656743
SEA,CVG,3.878744558
SEA,DCA,7.161340608
SEA,DEN,8.020520858
SEA,DFW,6.370254064
SEA,DSM,67
SEA,DTW,5.720386815
SEA,EUG,0
SEA,EWR,9.445168673
SEA,FAI,13.56765027
SEA,GEG,7.375936271
SEA,HNL,10.33993359
SEA,IAD,6.718410802
SEA,IAH,5.67842918
SEA,ICT,10.27358491
SEA,IND,9.160409556
SEA,JFK,8.877301476
SEA,JNU,10.57130022
SEA,KTN,11.52639219
SEA,LAS,9.734975449
SEA,LAX,7.619784322
SEA,LGB,8.009609868
SEA,LIH,5.481081081
SEA,MCI,7.571975631
SEA,MCO,6.432975871
SEA,MDW,6.7913085
SEA,MEM,4.260223698
SEA,MFR,13
SEA,MIA,8.84833363
SEA,MKE,6.285151117
SEA,MSP,6.40114683
SEA,MSY,34
SEA,OAK,8.542839983
SEA,OGD,206
SEA,OGG,8.205411696
SEA,ONT,9.802518001
SEA,ORD,9.833920609
SEA,PDX,6.727881121
SEA,PHL,6.569588658
SEA,PHX,9.581268222
SEA,PIH,1
SEA,PIT,6.218176273
SEA,PSC,2.650519031
SEA,PSP,8.477507163
SEA,RDM,13.50769231
SEA,RNO,8.457847393
SEA,SAN,9.547704027
SEA,SFO,11.88392682
SEA,SIT,11.25495208
SEA,SJC,7.709934941
SEA,SLC,6.929275211
SEA,SMF,9.489292322
SEA,SNA,5.406250794
SEA,STL,7.011125074
SEA,TUS,8.824175824
SEA,TWF,8
SEA,YKM,5.37964775
EUG,BOI,4.333333333
EUG,COS,23.5
EUG,CPR,-2
EUG,DEN,6.037818968
EUG,FAT,9
EUG,GJT,26
EUG,IDA,-4
EUG,LAS,8.382397572
EUG,LAX,6.039697543
EUG,MFR,5.835909631
EUG,MRY,65
EUG,PDX,0.142703863
EUG,PHX,0.840056617
EUG,PIH,-5
EUG,RDM,-0.333333333
EUG,SFO,12.55819375
EUG,SJC,-0.155609168
EUG,SLC,2.125820856
EUG,SMF,60
EUG,TWF,96.2
ERI,ATL,15.02011494
ERI,CLE,2.038626609
ERI,CVG,1.136775719
ERI,DTW,4.513348946
ERI,ITH,2.560625815
ERI,PIT,4.720771084
HSV,ATL,7.304641981
HSV,AUS,2.666666667
HSV,BHM,1.569510456
HSV,BNA,0.806417675
HSV,BTR,6
HSV,CLT,1.884742729
HSV,CVG,4.969768284
HSV,DCA,8.283954419
HSV,DEN,3.240328253
HSV,DFW,3.347309343
HSV,DTW,7.33171521
HSV,EWR,21.36639676
HSV,IAD,6.385673959
HSV,IAH,2.847102743
HSV,JAN,-2.5
HSV,LGA,1.351724138
HSV,LIT,0.111545988
HSV,MCI,3
HSV,MCO,5.950151057
HSV,MEM,5.832741897
HSV,MLU,5.340750436
HSV,ORD,7.791492553
HSV,RDU,65
HSV,SHV,5
HSV,STL,0
HSV,TPA,6.029595016
HSV,TUL,107
HSV,TUS,29
LFT,ATL,15.24611198
LFT,BTR,4.25815739
LFT,DCA,-0.125
LFT,DFW,6.868310912
LFT,GTR,0
LFT,IAD,-12
LFT,IAH,4.029850746
LFT,MCN,0
LFT,MEI,9.944134078
LFT,MGM,85
LFT,MOB,13
LFT,ORF,-4
LFT,PHL,-0.666666667
LFT,TXK,-4
FMN,ABQ,203.6666667
MIB,MSP,-7.136363636
DAY,ATL,5.879216517
DAY,AZO,11.50165289
DAY,BDL,1.319018405
DAY,BNA,-1.25
DAY,BOS,8.941408173
DAY,BWI,5.677531311
DAY,CAK,9.660739687
DAY,CLE,2.096875
DAY,CLT,5.937333333
DAY,CMH,2.882293423
DAY,CMI,8.193111639
DAY,CVG,3.757696958
DAY,DCA,5.427159776
DAY,DEN,4.542494043
DAY,DFW,5.717213763
DAY,DTW,3.767277665
DAY,EVV,9.298507463
DAY,EWR,10.37979289
DAY,FLL,5.929839391
DAY,FNT,10.63120399
DAY,FWA,9.071658815
DAY,GRR,11.07857143
DAY,GSO,1.579464286
DAY,IAD,2.773043834
DAY,IAH,4.101495242
DAY,IND,3.891970803
DAY,JFK,12.71142857
DAY,LAN,10.38853503
DAY,LAS,-1.37254902
DAY,LAX,8.946654403
DAY,LEX,8.76070529
DAY,LGA,8.551804124
DAY,MCO,4.874721355
DAY,MDW,3.996402878
DAY,MIA,7.896762905
DAY,MKE,1.313253012
DAY,MSP,3.372709871
DAY,MYR,7.2
DAY,ORD,8.075756012
DAY,PHL,6.017756255
DAY,PHX,8.598837209
DAY,PIT,4.947343353
DAY,RFD,74
DAY,RSW,4.372262774
DAY,SBN,8.988634057
DAY,SDF,9.931760741
DAY,SFO,13.57757981
DAY,STL,4.284983728
DAY,TOL,9.098769899
DAY,TPA,8.784013977
MDW,ABQ,16.42594595
MDW,ALB,16.19515253
MDW,ATL,11.38541667
MDW,AUS,15.37445652
MDW,BDL,12.18370147
MDW,BHM,17.6428653
MDW,BNA,10.20961051
MDW,BOS,9.406886859
MDW,BUF,13.25600231
MDW,BUR,14.57142857
MDW,BWI,11.65203838
MDW,CLE,8.904917009
MDW,CLT,6.27027027
MDW,CMH,9.649835796
MDW,CVG,4.261831592
MDW,DAY,4.963360143
MDW,DCA,4.872331218
MDW,DEN,7.565892181
MDW,DET,8.083077148
MDW,DFW,7.347834764
MDW,DSM,4.655642023
MDW,DTW,8.376848558
MDW,EVV,2.51953125
MDW,EWR,13.30562855
MDW,FLL,10.04736668
MDW,GSO,4.652075043
MDW,GSP,4.187112763
MDW,HOU,12.54890359
MDW,IAD,11.56067745
MDW,IAH,4.553748871
MDW,ICT,3.209677419
MDW,IND,11.69529709
MDW,ISP,11.45506003
MDW,JAN,12.37305358
MDW,JAX,27.625
MDW,JFK,285
MDW,LAS,11.65219303
MDW,LAX,11.61024322
MDW,LGA,12.02159886
MDW,LIT,10.35332183
MDW,MCI,9.942147764
MDW,MCO,8.181558652
MDW,MEM,5.836787565
MDW,MHT,12.91152705
MDW,MIA,2.85231702
MDW,MSP,5.35892243
MDW,MSY,10.35898909
MDW,OAK,12.83284227
MDW,OMA,11.19930442
MDW,ORD,null
MDW,ORF,18.51614639
MDW,PBI,9.915064103
MDW,PDX,16.82497839
MDW,PHL,15.95750417
MDW,PHX,11.78388336
MDW,PIE,4.342584562
MDW,PIT,6.201251833
MDW,PVD,12.25381617
MDW,RDU,12.79037052
MDW,RNO,9.616133519
MDW,RSW,7.422167488
MDW,SAN,11.35865604
MDW,SAT,14.72803787
MDW,SDF,10.47420266
MDW,SEA,11.97114809
MDW,SFO,11.3595653
MDW,SJC,13.14115456
MDW,SJU,5.100831601
MDW,SLC,14.80257857
MDW,SMF,15.55314233
MDW,SNA,11.95330739
MDW,SRQ,4.940844134
MDW,STL,11.32917255
MDW,TPA,10.32786427
MDW,TUS,14.34157562
RDU,ABE,3.288888889
RDU,ALB,5.809565831
RDU,ATL,6.348420951
RDU,AUS,11.66287425
RDU,BDL,7.16650886
RDU,BHM,-0.556270096
RDU,BNA,9.168241446
RDU,BOS,9.376478047
RDU,BUF,4.699200261
RDU,BWI,7.552022148
RDU,CAE,5.597627286
RDU,CHS,5.613909247
RDU,CLE,2.055676768
RDU,CLT,4.819521531
RDU,CMH,11.20535268
RDU,CVG,5.794036217
RDU,DAB,6.77793569
RDU,DCA,5.270871737
RDU,DEN,9.905775076
RDU,DFW,5.64393217
RDU,DTW,5.45095184
RDU,EWR,12.98594678
RDU,FAY,-10
RDU,FLL,6.707085714
RDU,GRB,14.75
RDU,GRR,22.66666667
RDU,GSO,7.207135056
RDU,GSP,6.490653507
RDU,HPN,7.382681564
RDU,IAD,8.227084119
RDU,IAH,3.640010012
RDU,ILM,4.339805825
RDU,IND,5.645454545
RDU,ISP,5.677748227
RDU,JAX,6.161648746
RDU,JFK,12.28786003
RDU,LAS,6.15978616
RDU,LAX,10.92291667
RDU,LEX,-10
RDU,LGA,10.60049496
RDU,LIT,10
RDU,LWB,7.962025316
RDU,MCI,3.796590909
RDU,MCO,7.002838989
RDU,MDT,9.628930818
RDU,MDW,7.939837079
RDU,MEM,3.697775366
RDU,MIA,7.37193898
RDU,MKE,8.200754006
RDU,MLB,5.995601173
RDU,MLU,22
RDU,MSN,-5
RDU,MSP,4.170016975
RDU,MSY,2.02238806
RDU,MYR,5.290516968
RDU,ORD,9.122487121
RDU,ORF,4.793027749
RDU,PBI,6.820875051
RDU,PHL,9.289104994
RDU,PHX,6.609560125
RDU,PIE,4.901492537
RDU,PIT,4.873507493
RDU,PNS,2.700665188
RDU,PVD,5.586836283
RDU,RIC,2.900804873
RDU,ROA,10.62895928
RDU,ROC,5.832638259
RDU,RSW,7.427240604
RDU,SAT,2.355371901
RDU,SAV,4.549770929
RDU,SDF,4.387318564
RDU,SHV,32
RDU,SJU,5.626343519
RDU,SLC,0.06789606
RDU,SRQ,6.503583553
RDU,STL,4.147981164
RDU,STT,6.939628483
RDU,STX,5.411320755
RDU,SWF,6.095458368
RDU,SYR,4.829543387
RDU,TPA,8.552925353
RDU,TUL,11
RDU,XNA,20.67549669
ITH,BGM,5.336683417
ITH,DTW,5.493150685
ITH,ELM,1.070849421
