origin,dest,averagedeparturedelay
ORD,OKC,12.9878386
ORD,OMA,11.94817702
ORD,ONT,12.38757978
ORD,ORD,16
ORD,ORF,15.23954161
ORD,ORH,11.7010101
ORD,PBI,11.26285224
ORD,PDX,14.29674358
ORD,PHL,11.7013347
ORD,PHX,12.93902838
ORD,PIA,11.32856926
ORD,PIH,-4
ORD,PIT,10.34979768
ORD,PNS,10.51762267
ORD,PSP,10.83405113
ORD,PUB,30
ORD,PVD,12.12787289
ORD,PWM,12.92152453
ORD,RAP,12.40235525
ORD,RDU,12.84862942
ORD,RFD,19
ORD,RIC,11.75590477
ORD,RNO,12.0085034
ORD,ROA,16.97901948
ORD,ROC,11.41913842
ORD,ROW,62
ORD,RST,9.648235876
ORD,RSW,10.26883374
ORD,SAN,13.2118882
ORD,SAT,13.18941915
ORD,SAV,16.77743201
ORD,SBA,3.840336134
ORD,SBN,15.29232783
ORD,SDF,11.60794697
ORD,SEA,14.28304199
ORD,SFO,14.95780404
ORD,SGF,16.23076347
ORD,SHV,7.829596413
ORD,SJC,12.51775823
ORD,SJU,10.46052434
ORD,SLC,12.47508147
ORD,SMF,14.1420043
ORD,SNA,11.72631746
ORD,SPI,14.94193548
ORD,SRQ,8.117346939
ORD,STL,10.83536134
ORD,STT,6.518126888
ORD,SUX,16.52459016
ORD,SWF,11.32909044
ORD,SYR,11.48282674
ORD,TOL,11.81317716
ORD,TPA,13.32255857
ORD,TUL,13.07148747
ORD,TUS,12.67328593
ORD,TVC,15.08305125
ORD,TWF,5.733333333
ORD,TYS,11.96814042
ORD,VPS,8.942196532
ORD,XNA,14.61906005
HTS,AGS,12
HTS,ATL,5.887955182
HTS,CLT,4.731635938
HTS,CRW,4.126666667
HTS,CVG,0.668093385
HTS,JAN,-5
HTS,MCN,102
HTS,PIT,5.653076445
HTS,ROA,0.8
HTS,SDF,6.125
ILG,ATL,14.75137363
SNA,ABQ,22
SNA,ATL,7.40544664
SNA,AUS,11.69146006
SNA,BFL,5.801020408
SNA,BUR,3.167293233
SNA,CDC,-1
SNA,CLE,-4
SNA,CVG,4.212608158
SNA,DEN,4.81518229
SNA,DFW,5.747483608
SNA,DTW,2.560034428
SNA,EWR,3.123812412
SNA,GJT,4
SNA,HNL,7.886089814
SNA,IAD,2.276752768
SNA,IAH,2.083010361
SNA,JFK,4.406580494
SNA,KOA,7.309774436
SNA,LAS,4.809648028
SNA,LAX,2.749251892
SNA,LGB,1
SNA,LIH,7.227272727
SNA,MDW,5.586872587
SNA,MEM,3.82
SNA,MSP,2.712745812
SNA,OAK,5.845600169
SNA,OGG,6.445114596
SNA,ONT,2.350909091
SNA,ORD,8.861140933
SNA,PDX,4.34595581
SNA,PHL,1.566666667
SNA,PHX,6.323567479
SNA,PIH,16
SNA,PIT,2.901402214
SNA,PSP,8.431077694
SNA,PVU,-3
SNA,RNO,6.869364754
SNA,SAN,0.88948426
SNA,SEA,5.714234382
SNA,SFO,9.170122391
SNA,SJC,5.258372265
SNA,SLC,6.29490692
SNA,SMF,5.501607415
SNA,STL,3.578920681
SNA,TUS,2.190376569
SNA,TWF,15
BHM,ATL,7.327987846
BHM,AUS,34.83333333
BHM,BNA,3.843214536
BHM,BTR,5.525245187
BHM,BWI,8.870673445
BHM,CLE,-2.88478582
BHM,CLT,2.91837321
BHM,COS,4
BHM,CVG,3.646073662
BHM,DAL,10.33096315
BHM,DCA,0.966911765
BHM,DEN,7.53546982
BHM,DFW,4.621482574
BHM,DTW,2.49078478
BHM,EWR,17.08355091
BHM,HOU,7.758471761
BHM,HSV,2.967532468
BHM,IAD,16.23415046
BHM,IAH,3.593237532
BHM,JAN,7.657702689
BHM,JAX,9.946946947
BHM,JFK,60
BHM,LAS,6.276045627
BHM,LEX,55
BHM,LGA,11.31163927
BHM,LIT,208
BHM,MCO,7.128787879
BHM,MDW,11.01861641
BHM,MEM,0.648702495
BHM,MGM,8.739621267
BHM,MKE,-2
BHM,MOB,9.282021827
BHM,MSY,7.669578346
BHM,OKC,-6
BHM,ORD,16.64028007
BHM,PHX,6.407123835
BHM,PIT,3.845038168
BHM,PNS,3.964028777
BHM,PUB,31
BHM,RDU,0.819063005
BHM,SAV,69
BHM,SDF,7.135368014
BHM,SHV,6.178254438
BHM,SLC,26.93491124
BHM,STL,3.083428571
BHM,TPA,12.49899239
BHM,VPS,258
FLL,ATL,8.51695118
FLL,AUS,9.454038997
FLL,BDL,13.38963399
FLL,BNA,3.434754184
FLL,BOS,13.91108941
FLL,BTV,44
FLL,BUF,13.86677368
FLL,BWI,9.38615445
FLL,CAE,-4
FLL,CAK,21.31351351
FLL,CLE,3.147760646
FLL,CLT,6.360173966
FLL,CMH,18.85397412
FLL,CVG,4.224539877
FLL,DAY,9.261054422
FLL,DCA,6.173843081
FLL,DEN,6.801856884
FLL,DFW,7.240546135
FLL,DTW,6.528055821
FLL,EWR,15.12181836
FLL,EYW,5.934545455
FLL,FNT,18.32421875
FLL,GPT,3.587528604
FLL,GRR,56
FLL,GSO,4.9498998
FLL,GSP,0
FLL,HOU,7.466028272
FLL,HPN,10.43909192
FLL,IAD,7.088365243
FLL,IAH,3.695431824
FLL,IND,7.346680356
FLL,ISP,19.99991159
FLL,JAX,8.191520762
FLL,JFK,12.52953124
FLL,LAS,11.80611548
FLL,LAX,9.203324226
FLL,LEX,6.418803419
FLL,LGA,14.26462352
FLL,LGB,1.469241774
FLL,MCO,6.498881181
FLL,MDT,12
FLL,MDW,7.863842788
FLL,MEM,4.546208759
FLL,MHT,12.85333333
FLL,MIA,6.060231023
FLL,MKE,1.639534884
FLL,MSP,9.081146637
FLL,MSY,5.776755853
FLL,OAK,2.628005658
FLL,ORD,10.77590653
FLL,PBI,16.32556962
FLL,PHF,4.539358601
FLL,PHL,10.45315899
FLL,PHX,9.853686904
FLL,PIE,-6.5
FLL,PIT,6.967824051
FLL,PNS,4.048951049
FLL,PSE,7.53
FLL,PVD,13.91743119
FLL,RDU,3.887884268
FLL,RIC,8.749658003
FLL,ROC,5.955375254
FLL,RSW,13.91655451
FLL,SAV,5
FLL,SJU,7.360718076
FLL,SLC,4.506778567
FLL,SRQ,6.055555556
FLL,STL,7.924956265
FLL,SWF,10.61746032
FLL,SYR,13.01851852
FLL,TLH,5.301399354
FLL,TPA,6.868489263
LRD,DFW,7.528270779
LRD,IAH,0.850304465
PHX,ABQ,8.070542528
PHX,ANC,16.59809069
PHX,ASE,15.54291417
PHX,ATL,7.091831566
PHX,AUS,9.260630718
PHX,BDL,12.42298938
PHX,BFL,9.030293367
PHX,BHM,15.83011326
PHX,BIL,8.411764706
PHX,BNA,10.05278683
PHX,BOI,10.10912143
PHX,BOS,12.82783827
PHX,BUF,10.09970238
PHX,BUR,7.921719013
PHX,BWI,11.92288524
PHX,CDC,11.25
PHX,CID,8.26993865
PHX,CLD,7.401005025
PHX,CLE,5.168100735
PHX,CLT,6.547251506
PHX,CMH,11.29693
PHX,COS,9.124018995
PHX,CVG,2.987899275
PHX,DAY,2.798850575
PHX,DCA,12.89065489
PHX,DEN,8.541995056
PHX,DFW,6.545506689
PHX,DRO,7.205300633
PHX,DSM,7.697337325
PHX,DTW,8.57500951
PHX,EGE,7.348148148
PHX,ELP,7.797420906
PHX,EUG,12.08984911
PHX,EWR,13.60137383
PHX,FAT,7.472915605
PHX,FCA,11.49425287
PHX,FLG,4.055587393
PHX,FLL,13.37899121
PHX,FSD,2.967032967
PHX,GCN,3.620355412
PHX,GEG,9.255872064
PHX,GJT,8.738129087
PHX,HDN,9.131782946
PHX,HNL,12.81939129
PHX,HOU,10.18620938
PHX,IAD,6.305675766
PHX,IAH,6.795837556
PHX,ICT,8.800188724
PHX,IDA,0
PHX,IND,11.03528242
PHX,JFK,10.90291983
PHX,KOA,18.84047619
PHX,LAS,9.358445137
PHX,LAX,9.640808201
PHX,LBB,5.581351094
PHX,LGB,6.549089421
PHX,LIH,19.73134328
PHX,LIT,17.2182
PHX,LNK,6.761689291
PHX,MAF,7.55
PHX,MCI,9.50219471
PHX,MCO,12.68363237
PHX,MDW,9.321443625
PHX,MEM,5.664075331
PHX,MFR,12.30046083
PHX,MHT,12.51039261
PHX,MIA,9.407515216
PHX,MKE,9.607662035
PHX,MLI,8.647936787
PHX,MRY,8.571692877
PHX,MSP,8.139308713
PHX,MSY,10.33234311
PHX,OAK,8.500132819
PHX,OGG,13.87784487
PHX,OKC,12.421241
PHX,OMA,9.381893861
PHX,ONT,8.494431546
PHX,ORD,12.09486365
PHX,PDX,8.416689862
PHX,PHL,9.229021087
PHX,PIH,-4.5
PHX,PIT,4.998373238
PHX,PMD,8.006734007
PHX,PSP,7.138680284
PHX,PUB,4.979069767
PHX,PVD,10.77840031
PHX,RDU,7.398447078
PHX,RNO,9.565178025
PHX,SAN,8.93761995
PHX,SAT,10.82469225
PHX,SBA,7.295412467
PHX,SBN,13
PHX,SBP,10.26046818
PHX,SDF,13.05221397
PHX,SEA,9.997346824
PHX,SFO,15.17239747
PHX,SHV,0
PHX,SJC,7.460377525
PHX,SLC,7.564998482
PHX,SMF,9.970852229
PHX,SNA,6.444528898
PHX,STL,10.33049349
PHX,SUX,3.983679525
PHX,TEX,4.62139219
PHX,TPA,8.68935236
PHX,TUL,9.989189189
PHX,TUS,6.884047284
PHX,TWF,0
PHX,YUM,6.036156118
SBA,BFL,5.061452514
SBA,BOI,7.976744186
SBA,BUR,1.835897436
SBA,COS,10.5
SBA,DEN,4.830674847
SBA,DFW,7.112143544
SBA,DRO,0
SBA,GJT,-2
SBA,IDA,4
SBA,LAS,5.297532315
SBA,LAX,1.996003239
SBA,LGB,1.166666667
SBA,MOD,-6
SBA,MRY,26.86666667
SBA,MTJ,50
SBA,ONT,1.788148148
SBA,PHX,4.279891869
SBA,PSP,0
SBA,PUB,-1
SBA,SAN,10.96842105
SBA,SBP,11
SBA,SFO,12.78639688
SBA,SJC,1.429247911
SBA,SLC,2.75389948
SBA,SMF,10.40776699
SBA,SMX,0
SBA,TWF,7
MOT,BIS,0.813987821
MOT,DEN,-1
MOT,MSP,1.577042399
MEI,AEX,3.75
MEI,ATL,12.12850172
MEI,CHA,20
MEI,CSG,-9
MEI,LFT,11.08
MEI,MGM,-10
MEI,PNS,3
LWS,BOI,6.5
LWS,GJT,11
LWS,IDA,-5
LWS,SLC,0.914787925
LWS,TWF,15
FNT,ATL,11.22971123
FNT,CHA,75
FNT,CLE,0.552083333
FNT,CVG,4.096173383
FNT,DAY,4.258072064
FNT,DFW,5.238764045
FNT,DTW,2.252609319
FNT,FLL,6.771317829
FNT,LAS,6.666129032
FNT,LGA,6.516587678
FNT,MCO,-0.283467202
FNT,MKE,-0.162686567
FNT,MKG,-7.79047619
FNT,MSP,2.298565121
FNT,ORD,13.29064346
FNT,PIT,3.830979889
FNT,RSW,10.69925926
FNT,TPA,9.157432432
KOA,DEN,3.352941176
KOA,HNL,-0.56686645
KOA,ITO,-0.980072464
KOA,LAX,6.431824598
KOA,LIH,4.981818182
KOA,OAK,12.71788413
KOA,OGG,-1.116193367
KOA,ORD,3.72766323
KOA,PHX,-0.391777509
KOA,SAN,6.434782609
KOA,SEA,0.226403061
KOA,SFO,9.654225107
KOA,SLC,-0.982378855
KOA,SNA,10.51801802
MOD,BFL,42
MOD,FAT,-3
MOD,LAX,5.978776978
MOD,MRY,217
MOD,ONT,-4
MOD,RNO,63
MOD,SFO,11.53470314
MOD,SNA,28
MSP,ABQ,9.870905588
MSP,ALB,7.861892583
MSP,ALO,6.193446089
MSP,ANC,14.65943044
MSP,ATL,7.406945355
MSP,ATW,5.383084577
MSP,AUS,7.179613539
MSP,AVL,5.271903323
MSP,AZO,7.242044064
MSP,BDL,5.459874051
MSP,BGR,8.428571429
MSP,BHM,-4
MSP,BIL,7.427272283
MSP,BIS,6.30193362
MSP,BJI,4.079365079
MSP,BNA,4.767197372
MSP,BOI,10.34727157
MSP,BOS,11.30228985
MSP,BTV,7.589041096
MSP,BUF,6.687900236
MSP,BWI,7.764271413
MSP,BZN,10.02864102
MSP,CHS,13.67307692
MSP,CID,4.272432113
MSP,CLE,4.962787419
MSP,CLT,4.940068239
MSP,CMH,6.128389114
MSP,CMX,11.26993865
MSP,COS,8.09015873
MSP,CPR,6.693654267
MSP,CRW,90
MSP,CVG,5.507131236
MSP,CWA,6.158674804
MSP,DAY,3.853224676
MSP,DCA,6.658501568
MSP,DEN,7.829053703
MSP,DFW,5.936548442
MSP,DLH,4.949399625
MSP,DSM,4.232363893
MSP,DTW,7.769640746
MSP,EAU,3.205545509
MSP,EGE,12.2544311
MSP,EWR,12.58864718
MSP,FAI,18.16025641
MSP,FAR,6.386115178
MSP,FCA,12.54531127
MSP,FLL,6.906063947
MSP,FNT,7.386048988
MSP,FSD,5.365397442
MSP,FWA,3.573770492
MSP,GEG,10.44767707
MSP,GFK,5.714376273
MSP,GRB,5.683284339
MSP,GRR,6.694484499
MSP,GSO,7.619482496
MSP,GTF,7.641710831
MSP,HDN,8.40546331
MSP,HLN,5.809309309
MSP,HNL,18.97091176
MSP,HOU,5.603503185
MSP,HPN,4.487798926
MSP,IAD,5.527251744
MSP,IAH,3.710425112
MSP,ICT,6.849261849
MSP,IDA,6.122807018
MSP,IND,5.143562802
MSP,INL,7.092936803
MSP,JAC,10.91996234
MSP,JAX,2.220924574
MSP,JFK,9.445227964
MSP,LAN,5.485472496
MSP,LAS,8.411443817
MSP,LAX,11.33490436
MSP,LEX,150
MSP,LGA,10.31761679
MSP,LIT,6.597765363
MSP,LNK,4.968428781
MSP,LSE,4.028202115
MSP,MBS,5.762185215
MSP,MCI,5.429641482
MSP,MCO,8.389650331
MSP,MDT,8.869318182
MSP,MDW,4.966443802
MSP,MEM,5.984140394
MSP,MHT,2.054190751
MSP,MIA,7.219815695
MSP,MIB,0.306818182
MSP,MKE,7.333581312
MSP,MLI,6.792799412
MSP,MOT,5.27375633
MSP,MSN,6.656487574
MSP,MSO,8.486565331
MSP,MSY,5.252640385
MSP,MYR,11.65384615
MSP,OAK,6.454421769
MSP,OKC,7.756218905
MSP,OMA,6.10989485
MSP,ONT,9.106417898
MSP,ORD,7.79285356
MSP,ORF,11.70974576
MSP,PBI,5.028571429
MSP,PDX,10.59646489
MSP,PHL,7.815507957
MSP,PHX,8.938610918
MSP,PIA,-4
MSP,PIR,3.5
MSP,PIT,5.127273815
MSP,PSP,7.45215211
MSP,PVD,4.162692308
MSP,PWM,6.274509804
MSP,RAP,5.978500664
MSP,RDR,9.934782609
MSP,RDU,5.841831705
MSP,RHI,4.691256831
MSP,RIC,7.921965318
MSP,RNO,8.426797989
MSP,ROC,8.042839657
MSP,RST,3.979560248
MSP,RSW,7.947452229
MSP,SAN,8.878716993
MSP,SAT,4.662790698
MSP,SAV,11.23529412
MSP,SBN,10.52309985
MSP,SDF,5.312968351
MSP,SEA,12.31300351
MSP,SFO,14.13036238
MSP,SGF,6.31875
MSP,SJC,8.021506831
MSP,SJU,10.04365079
MSP,SLC,9.482680906
MSP,SMF,9.705200481
MSP,SNA,5.533413289
MSP,SPI,-5
MSP,SRQ,8.215686275
MSP,STL,4.942200529
MSP,SUX,5.709609089
MSP,TPA,7.603364524
MSP,TUL,6.154984424
MSP,TUS,8.216124229
MSP,TVC,8.71129326
MSP,TYS,14.35454545
MSP,XNA,5.060483871
BOI,ATL,4.036507937
BOI,ATW,-7
BOI,BZN,173
BOI,CID,8
BOI,COS,1
BOI,DEN,4.284554545
BOI,DFW,1.25
BOI,FAT,0.904761905
BOI,FSD,1
BOI,GEG,7.664200967
BOI,GJT,-1.333333333
BOI,IAH,3.25422427
BOI,IDA,0
BOI,LAS,6.799487039
BOI,LAX,6.219993082
BOI,MLI,-5
BOI,MSP,4.672223741
BOI,OAK,6.213649156
BOI,OGD,-8
BOI,ONT,5.69107322
BOI,ORD,8.836250344
BOI,PDX,7.143985953
BOI,PHX,3.638743455
BOI,PIH,1.4
BOI,PIT,51
BOI,PSC,8.731112154
BOI,RNO,5.185986982
BOI,SAN,8.74465812
BOI,SBA,9.318181818
BOI,SEA,7.373023865
BOI,SFO,11.91077186
BOI,SLC,3.709164661
BOI,SMF,26
BOI,SUN,24.2195122
BOI,TVC,2
BOI,TWF,16.5
ABY,ATL,9.926845285
ABY,MCN,-2
ABY,VLD,0
YAP,GUM,21.64379085
YAP,ROR,18.67246377
ATL,ABE,12.40089161
ATL,ABQ,11.49121259
ATL,ABY,11.2627824
ATL,ACY,23.62854145
ATL,AEX,16.43942753
ATL,AGS,9.880480179
ATL,ALB,13.20321529
ATL,ANC,18.42857143
ATL,APF,14.71251602
ATL,ASE,29
ATL,ATW,18.03156938
ATL,AUS,9.620447578
ATL,AVL,12.21628424
ATL,AVP,13.20402597
ATL,AZO,17.56107955
ATL,BDL,9.381858374
ATL,BGM,17.56146179
ATL,BGR,26.1722282
ATL,BHM,8.079435102
ATL,BMI,14.83344867
ATL,BNA,8.234811891
ATL,BOI,13.58823529
ATL,BOS,12.82348067
ATL,BPT,10.92805755
ATL,BQK,12.5700209
ATL,BQN,21.66942149
ATL,BTR,12.62273581
ATL,BTV,22.85423926
ATL,BUF,11.81946325
ATL,BUR,20.74761905
ATL,BWI,10.24853252
ATL,BZN,10.15584416
ATL,CAE,9.237241702
ATL,CAK,13.23160122
ATL,CBM,-3
ATL,CHA,9.274922902
ATL,CHO,12.00424041
ATL,CHS,8.429033521
ATL,CID,22.6246122
ATL,CLE,8.479923936
ATL,CLT,7.361228164
ATL,CMH,8.610559183
ATL,CMI,18.7706422
ATL,COS,10.20033227
ATL,CRP,15.08114754
ATL,CRW,13.84828315
ATL,CSG,9.092099193
ATL,CVG,8.911662948
ATL,DAB,9.807261705
ATL,DAL,16.51073986
ATL,DAY,9.436973493
ATL,DCA,8.627275681
ATL,DEN,10.25125578
ATL,DFW,10.1545257
ATL,DHN,15.04506845
ATL,DSM,18.31671088
ATL,DTW,8.808499369
ATL,EGE,8.303921569
ATL,ELP,9.538699187
ATL,ERI,18.51994302
ATL,EVV,13.92277255
ATL,EWN,15.46825397
ATL,EWR,15.0206753
ATL,EYW,16.83214687
ATL,FAY,16.85782947
ATL,FCA,4.195652174
ATL,FLL,12.16028949
ATL,FLO,12.2309794
ATL,FNT,13.67361782
ATL,FSD,15.91451613
ATL,FSM,14.57615894
ATL,FWA,13.22336261
ATL,GNV,11.84096877
ATL,GPT,12.40126874
ATL,GRB,20.71447721
ATL,GRK,18.76809651
ATL,GRR,16.37610672
ATL,GSO,8.376525561
ATL,GSP,7.414934454
ATL,GTR,12.16398918
ATL,GUC,10.83310153
ATL,HDN,8.096654275
ATL,HHH,22.8548859
ATL,HKY,8.118618619
ATL,HNL,16.23689817
ATL,HOU,8.960794077
ATL,HPN,14.27934322
ATL,HSV,8.651786078
ATL,HTS,7.492213571
ATL,IAD,9.714862242
ATL,IAH,9.049803075
ATL,ICT,14.54881648
ATL,ILG,22.01170351
ATL,ILM,13.90101103
ATL,IND,8.353516241
ATL,ISO,16.97261236
ATL,ISP,17.66990935
ATL,JAC,10.47492625
ATL,JAN,10.31635021
ATL,JAX,9.622310478
ATL,JFK,12.72374042
ATL,LAN,18.91712707
ATL,LAS,12.28319424
ATL,LAW,9.995485327
ATL,LAX,14.44016233
ATL,LEX,9.658870581
ATL,LFT,16.01344602
ATL,LGA,14.2632925
ATL,LGB,6.524122807
ATL,LIT,10.89407948
ATL,LWB,6.937168142
ATL,LYH,10.18475287
ATL,MCI,9.845846632
ATL,MCN,18.65005711
ATL,MCO,11.77001685
ATL,MDT,14.50935829
ATL,MDW,11.97557242
ATL,MEI,13.49296778
ATL,MEM,7.914508567
ATL,MFE,22.02507837
ATL,MGM,10.74050174
ATL,MHT,17.04297149
ATL,MIA,10.47446652
ATL,MKE,10.49171851
ATL,MLB,8.833660544
ATL,MLI,14.96209553
ATL,MLU,11.80048
ATL,MOB,9.77180624
ATL,MSN,19.45842825
ATL,MSP,9.464618593
ATL,MSY,9.911535149
ATL,MTH,13.88888889
ATL,MTJ,12.53333333
ATL,MYR,16.02722853
ATL,OAJ,15.28599034
ATL,OAK,10.0258216
ATL,OGG,5.63583815
ATL,OKC,12.7920615
ATL,OMA,12.98902305
ATL,ONT,13.45993815
ATL,ORD,12.25624484
ATL,ORF,8.053999087
ATL,PBI,10.23597019
ATL,PDX,12.81391841
ATL,PFN,14.45771048
ATL,PHF,12.5266223
ATL,PHL,11.84502654
ATL,PHX,10.84380773
ATL,PIA,14.61214713
ATL,PIT,9.4098622
ATL,PNS,9.63025196
ATL,PSE,25.81132075
ATL,PSP,8.239949749
ATL,PVD,10.01721471
ATL,PWM,15.24317618
ATL,RDU,8.182427632
ATL,RIC,8.532852441
ATL,RNO,19.48941575
ATL,ROA,14.03700535
ATL,ROC,13.57658316
ATL,RSW,9.425564291
ATL,SAN,10.51064321
ATL,SAT,10.18112898
ATL,SAV,8.553671294
ATL,SBN,16.27196011
ATL,SCE,27.00940439
ATL,SDF,10.56402379
ATL,SEA,12.24881398
ATL,SFO,13.49445164
ATL,SGF,15.89993099
ATL,SHV,12.07924917
ATL,SJC,9.883956659
ATL,SJU,11.80822172
ATL,SLC,11.3308713
ATL,SMF,12.06626147
ATL,SNA,7.931584288
ATL,SOP,22.59807074
ATL,SRQ,8.624191832
ATL,STL,9.02832087
ATL,STT,8.984944094
ATL,STX,9.283236994
ATL,SWF,12.32762595
ATL,SYR,12.21777302
ATL,TLH,9.249297012
ATL,TOL,10.9736186
ATL,TPA,11.38918988
ATL,TRI,10.16426457
ATL,TTN,11.31736527
ATL,TUL,11.58306165
ATL,TUP,14.63021659
ATL,TUS,11.69886908
ATL,TVC,15.06185567
ATL,TYS,8.556926284
ATL,VLD,14.24856816
ATL,VPS,15.42553191
ATL,XNA,13.05502209
RIC,ATL,7.322395214
RIC,BNA,1.067829457
RIC,BOS,10.302452
RIC,BUF,-11
RIC,BWI,3.769875881
RIC,CHO,3.58747698
RIC,CHS,7.2
RIC,CLE,12.91691069
RIC,CLT,4.226402402
RIC,CVG,3.867137049
RIC,DCA,5.6
RIC,DFW,5.790388356
RIC,DTW,3.941195168
RIC,EWR,10.52372148
RIC,FAY,9.571428571
RIC,FLL,8.467213115
RIC,GSO,5.701652893
RIC,IAD,3.919506889
RIC,IAH,1.994700855
RIC,JAX,35
RIC,JFK,15.75669748
RIC,LGA,8.787268519
RIC,MCO,-1.1071723
RIC,MEM,3.965250965
RIC,MIA,12.20585162
RIC,MSP,9.997097242
RIC,MYR,5.147727273
RIC,ORD,10.95566125
RIC,ORF,5.291778976
RIC,PHF,45
RIC,PHL,5.663838283
RIC,PIT,4.710934249
RIC,PWM,15
RIC,RDU,4.601039861
RIC,ROA,2.728323699
RIC,RSW,13.18181818
RIC,SDF,12.4847561
RIC,STL,3.523071504
RIC,TPA,7.909090909
EAU,LSE,-12.38623327
EAU,MSP,2.044496487
TUL,ABQ,4.481065919
TUL,ASE,22
TUL,ATL,8.128618925
TUL,AUS,0.523913043
TUL,BNA,0.326241135
TUL,COS,17.75
TUL,CVG,5.757673667
TUL,DAL,6.437937079
TUL,DEN,5.172255352
TUL,DFW,5.286409837
TUL,DSM,9
TUL,DTW,10.55907336
TUL,ELP,-1
TUL,EWR,10.29072561
TUL,FWA,-2
TUL,GJT,16.6
TUL,HOU,6.874845341
TUL,IAH,4.298139223
TUL,ICT,3.73185118
TUL,IND,85
TUL,LAS,3.523658192
TUL,LAX,0.916938111
TUL,LIT,7.146142649
TUL,MCI,7.24128255
TUL,MCO,13.49635036
TUL,MEM,2.805106658
TUL,MSN,12
TUL,MSP,9.693208431
TUL,MTJ,0
TUL,OKC,7.148525388
TUL,OMA,3.675745785
TUL,ONT,4.616977226
TUL,ORD,9.670865205
TUL,PHX,8.662996219
TUL,PIA,150.6666667
TUL,PVU,6
TUL,RFD,42
TUL,SAN,3.67651633
TUL,SAT,2.831739962
TUL,SBN,54
TUL,SGF,8.483516484
TUL,SLC,2.968056352
TUL,SMF,0.840646651
TUL,SNA,12
TUL,STL,5.618412864
TUL,TUS,12
TUL,XNA,5
GRK,ATL,16.99208443
GRK,DFW,6.223770942
GRK,IAH,6.856960409
SJU,ATL,7.836850798
SJU,BDL,8.338810642
SJU,BNA,1.946723821
SJU,BOS,7.292842952
SJU,BWI,6.906461418
SJU,CLE,3.474780702
SJU,CLT,7.936772381
SJU,CVG,6.205357143
SJU,DFW,5.120309995
SJU,DTW,19.10213853
SJU,EWR,7.698899549
SJU,FLL,5.371370397
SJU,IAD,6.316281441
SJU,IAH,4.647104447
SJU,JFK,9.542494827
SJU,LAX,7.505353319
SJU,LGA,11.74342105
SJU,MAZ,11.20238095
SJU,MCO,6.109720754
SJU,MDW,2.95421436
SJU,MEM,12.52702703
SJU,MIA,6.699917266
SJU,MSP,24.99404762
SJU,ORD,6.319317023
SJU,PHL,9.36308081
SJU,PIE,-4.058823529
SJU,PIT,3.401207464
SJU,RDU,1.866267053
SJU,SHV,25
SJU,SRQ,31
SJU,STL,7.317030871
SJU,STT,6.240959821
SJU,STX,6.117807389
SJU,SYR,3.573770492
SJU,TPA,5.858176358
GGG,DFW,0.871565043
MKK,LNY,-7
MKK,OGG,-2.935849057
SDF,ATL,8.36546732
SDF,BHM,6.671853473
SDF,BNA,1.169710942
SDF,BOS,22.03296703
SDF,BWI,9.818230136
SDF,CLE,3.547735952
SDF,CLT,4.806843501
SDF,CMH,11.75
SDF,CVG,5.881318296
SDF,DAY,5.333490122
SDF,DCA,4.144285875
SDF,DEN,6.962903226
SDF,DFW,5.428848804
SDF,DTW,4.348928421
SDF,ELP,5
SDF,EVV,7.673981191
SDF,EWR,23.61704049
SDF,FWA,1.5
SDF,GSO,5.727891156
SDF,IAD,4.631781085
SDF,IAH,5.529411765
SDF,IND,3.059823542
SDF,JAN,0
SDF,JAX,-85
SDF,JFK,10.02593193
SDF,LAS,8.817638266
SDF,LAX,15
SDF,LEX,10.59263302
SDF,LGA,9.671056482
SDF,MCI,1.776155718
SDF,MCO,9.353816611
SDF,MDW,7.489790718
SDF,MEM,1.938153124
SDF,MIA,13.45298446
SDF,MKE,4.04743083
SDF,MSP,3.629491731
SDF,ORD,11.20043073
SDF,PHL,2.710299003
SDF,PHX,3.851842375
SDF,PIA,0
SDF,PIT,4.568103319
SDF,RDU,4.868663594
SDF,RIC,5.441618497
SDF,SHV,0
SDF,SLC,8.4
SDF,SMF,12
SDF,SPI,329
SDF,STL,7.008051745
SDF,TPA,5.736471623
SDF,TYS,4.138513514
SFO,ABQ,14.32271653
SFO,ACV,11.28173191
SFO,ANC,13.54516939
SFO,ASE,9.96350365
SFO,ATL,7.981351514
SFO,AUS,10.2857591
SFO,BDL,13.01684982
SFO,BFL,10.04350348
SFO,BIL,10.15384615
SFO,BNA,2.425966448
SFO,BOI,12.07525188
SFO,BOS,8.985125518
SFO,BUR,10.21029387
SFO,BWI,8.090523599
SFO,BZN,31.65853659
SFO,CEC,14.44541804
SFO,CIC,11.46523443
SFO,CLE,6.364444782
SFO,CLT,6.104267723
SFO,COS,17.83413849
SFO,CVG,5.059830269
SFO,DAY,13.47089167
SFO,DEN,9.088342547
SFO,DFW,7.780374341
SFO,DRO,26.5
SFO,DTW,6.105466451
SFO,EGE,40.76635514
SFO,ELP,9.179324189
SFO,EUG,12.75662548
SFO,EWR,9.219336622
SFO,FAR,0
SFO,FAT,11.55681517
SFO,FCA,7.75
SFO,GEG,12.84060279
SFO,GJT,28
SFO,HDN,16.70588235
SFO,HNL,14.22828303
SFO,IAD,9.087110187
SFO,IAH,7.297560538
SFO,IDA,17.5
SFO,IND,6.135135135
SFO,JFK,7.837428225
SFO,KOA,9.81370206
SFO,LAS,11.65891021
SFO,LAX,8.811575228
SFO,LGA,-1.757575758
